external_id,created_at,account_age_months,monthly_revenue,remaining_arr,logins_30d,logins_prev_30d,login_frequency_change,features_used,previous_features_used,feature_usage_change,support_tickets,negative_support,support_ticket_growth,emails_opened,emails_clicked,email_engagement,last_login_days,payment_failures,days_until_renewal,number_of_users,user_activity_variance,historical_discount,churned,upgraded,responded,high_ltv,support_30d,upgrade_arpu,expected_contribution,avoided_support_cost,incremental_margin,true_p0_churn,true_p0_upsell,true_p0_response,true_p0_high_ltv,true_p0_support
C-10089,2024-12-24,50.0,49.0,588.0,5.0,6.0,-0.1667,7.0,7.0,0.0,2.0,2.0,0.3751,8.0,6.0,0.7,22.0,0.0,133.0,21.0,0.217,1.0,0,1,1,1,1,120.0,247.96,90.0,8.0,0.2333,0.7054,0.5939,0.0982,0.6704
C-10090,2024-04-09,27.0,399.0,4788.0,11.0,11.0,0.0,0.0,2.0,-1.0,2.0,1.0,0.4908,7.0,4.0,0.55,10.0,0.0,20.0,1.0,0.4135,1.0,1,1,1,1,1,360.0,2091.26,90.0,59.85,0.2059,0.4175,0.5939,0.6025,0.5498
C-10091,2024-04-22,48.0,799.0,9588.0,16.0,13.0,0.2308,5.0,1.0,4.0,2.0,1.0,1.196,1.0,0.0,0.05,44.0,0.0,54.0,3.0,0.0546,1.0,0,0,0,1,0,360.0,2945.09,90.0,80.0,0.4415,0.6057,0.2497,0.837,0.7251
C-10092,2024-06-05,50.0,249.0,2988.0,1.0,7.0,-0.8571,7.0,8.0,-0.125,2.0,0.0,-1.3473,1.0,0.0,0.05,42.0,0.0,117.0,3.0,0.2941,0.0,1,0,0,0,0,360.0,496.28,90.0,37.35,0.698,0.6227,0.2042,0.1344,0.5769
C-10093,2024-12-25,24.0,149.0,1788.0,12.0,8.0,0.5,3.0,2.0,0.5,1.0,0.0,1.2111,9.0,9.0,0.9,25.0,0.0,110.0,38.0,0.3769,0.0,0,0,0,0,0,120.0,849.2,65.0,22.35,0.1365,0.6438,0.5842,0.2045,0.4013
C-10094,2024-01-04,54.0,49.0,588.0,11.0,6.0,0.8333,2.0,6.0,-0.6667,1.0,0.0,1.4803,10.0,8.0,0.9,1.0,0.0,152.0,20.0,0.5899,0.0,0,0,0,0,0,120.0,312.7,65.0,8.0,0.0331,0.651,0.6942,0.1067,0.2554
C-10095,2024-09-05,18.0,399.0,4788.0,38.0,22.0,0.7273,0.0,2.0,-1.0,3.0,0.0,0.4545,0.0,0.0,0.0,18.0,0.0,145.0,20.0,0.6222,1.0,0,0,0,1,1,360.0,2051.49,115.0,59.85,0.221,0.5124,0.3407,0.5889,0.5842
C-10096,2025-09-05,15.0,149.0,1788.0,4.0,6.0,-0.3333,7.0,9.0,-0.2222,1.0,0.0,0.4737,6.0,4.0,0.5,23.0,0.0,7.0,30.0,0.2073,1.0,0,1,0,1,0,120.0,562.5,65.0,22.35,0.428,0.5856,0.51,0.1458,0.3407
C-10097,2025-08-21,41.0,49.0,588.0,22.0,25.0,-0.12,12.0,9.0,0.3333,2.0,0.0,-0.1933,6.0,3.0,0.45,41.0,0.0,20.0,8.0,0.8152,0.0,1,0,1,0,1,120.0,178.54,90.0,8.0,0.4479,0.6447,0.3318,0.0898,0.5075
C-10098,2025-08-13,38.0,149.0,1788.0,20.0,15.0,0.3333,5.0,7.0,-0.2857,2.0,0.0,0.0051,4.0,3.0,0.35,32.0,0.0,67.0,2.0,0.4297,1.0,0,1,0,0,1,120.0,763.54,90.0,22.35,0.2236,0.4771,0.4061,0.1853,0.5275
C-10099,2025-08-13,10.0,799.0,9588.0,27.0,22.0,0.2273,11.0,10.0,0.1,1.0,0.0,0.5584,7.0,7.0,0.7,10.0,0.0,172.0,11.0,0.448,0.0,1,1,1,1,0,360.0,4713.29,65.0,80.0,0.1062,0.6357,0.5793,0.9847,0.2227
C-10100,2024-03-07,50.0,99.0,1188.0,15.0,18.0,-0.1667,3.0,5.0,-0.4,0.0,0.0,0.5068,10.0,8.0,0.9,22.0,0.0,88.0,9.0,0.0765,0.0,0,1,1,0,0,120.0,580.19,40.0,14.85,0.112,0.5632,0.5987,0.149,0.2911
C-10101,2026-04-06,13.0,99.0,1188.0,6.0,8.0,-0.25,1.0,3.0,-0.6667,2.0,2.0,0.5766,9.0,9.0,0.9,8.0,0.0,161.0,32.0,0.276,0.0,0,0,0,0,0,120.0,512.91,90.0,14.85,0.215,0.4981,0.6637,0.1372,0.6434
C-10102,2024-09-19,48.0,399.0,4788.0,20.0,17.0,0.1765,1.0,2.0,-0.5,0.0,0.0,0.5013,1.0,1.0,0.1,21.0,0.0,15.0,32.0,0.61,1.0,0,1,0,1,0,360.0,1983.11,40.0,59.85,0.2469,0.7458,0.3635,0.565,0.3058
C-10103,2024-03-11,2.0,99.0,1188.0,3.0,8.0,-0.625,6.0,3.0,1.0,1.0,0.0,0.7187,5.0,3.0,0.4,24.0,0.0,173.0,25.0,0.434,0.0,1,0,0,0,0,120.0,324.25,65.0,14.85,0.5037,0.4547,0.3917,0.1083,0.3589
C-10104,2025-12-16,48.0,799.0,9588.0,2.0,4.0,-0.5,0.0,3.0,-1.0,3.0,1.0,0.6293,11.0,10.0,1.0,22.0,0.0,15.0,36.0,0.4216,0.0,0,1,0,1,1,360.0,3440.84,115.0,80.0,0.3475,0.7439,0.6365,0.9125,0.7231
C-10105,2025-02-16,47.0,799.0,9588.0,8.0,7.0,0.1429,0.0,4.0,-1.0,2.0,2.0,-0.8195,2.0,0.0,0.1,19.0,0.0,146.0,19.0,0.4454,0.0,0,0,0,1,1,360.0,3896.25,90.0,80.0,0.2611,0.6409,0.3058,0.9523,0.7251
C-10106,2024-11-01,47.0,799.0,9588.0,14.0,8.0,0.75,0.0,3.0,-1.0,1.0,0.0,0.6658,10.0,8.0,0.9,19.0,1.0,158.0,10.0,0.1114,0.0,0,1,1,1,1,360.0,4650.31,65.0,80.0,0.1182,0.5941,0.613,0.9832,0.3941
C-10107,2024-12-17,40.0,799.0,9588.0,0.0,4.0,-1.0,4.0,7.0,-0.4286,1.0,0.0,1.4869,5.0,4.0,0.45,35.0,0.0,56.0,13.0,0.3807,1.0,1,1,1,0,0,360.0,1904.95,65.0,80.0,0.6388,0.5964,0.4305,0.5374,0.4626
C-10108,2025-05-29,29.0,99.0,1188.0,0.0,1.0,-1.0,0.0,2.0,-1.0,1.0,1.0,-0.0213,6.0,4.0,0.5,22.0,0.0,57.0,6.0,0.6817,0.0,1,1,1,0,0,120.0,253.63,65.0,14.85,0.6118,0.3217,0.4403,0.0989,0.5399
C-10109,2025-04-10,42.0,99.0,1188.0,15.0,26.0,-0.4231,2.0,7.0,-0.7143,0.0,0.0,1.1996,3.0,1.0,0.2,1.0,0.0,106.0,36.0,0.6173,1.0,0,1,0,1,0,120.0,560.99,40.0,14.85,0.1414,0.692,0.5,0.1455,0.1869
C-10110,2024-01-13,18.0,149.0,1788.0,6.0,14.0,-0.5714,2.0,4.0,-0.5,0.0,0.0,-0.7338,11.0,9.0,1.0,33.0,0.0,131.0,24.0,0.375,0.0,0,1,1,0,0,120.0,602.0,40.0,22.35,0.3878,0.4616,0.5842,0.153,0.3752
C-10111,2024-04-15,47.0,149.0,1788.0,3.0,11.0,-0.7273,2.0,8.0,-0.75,3.0,1.0,-0.0238,6.0,4.0,0.5,27.0,0.0,26.0,31.0,0.7127,0.0,1,1,1,0,1,120.0,378.44,115.0,22.35,0.6152,0.6277,0.4158,0.116,0.733
C-10112,2026-04-15,34.0,799.0,9588.0,25.0,26.0,-0.0385,3.0,6.0,-0.5,2.0,0.0,-0.5129,6.0,5.0,0.55,31.0,0.0,46.0,11.0,0.1482,0.0,0,1,0,1,0,360.0,4179.78,90.0,80.0,0.2074,0.5857,0.4158,0.9677,0.5449
C-10113,2025-03-09,28.0,399.0,4788.0,0.0,7.0,-1.0,13.0,10.0,0.3,1.0,1.0,1.1034,5.0,3.0,0.4,31.0,0.0,136.0,29.0,0.2057,1.0,0,0,1,0,0,360.0,726.5,65.0,59.85,0.7241,0.7872,0.4305,0.1775,0.4452
C-10114,2026-05-21,31.0,249.0,2988.0,7.0,11.0,-0.3636,6.0,5.0,0.2,2.0,1.0,1.3124,1.0,0.0,0.05,7.0,1.0,146.0,13.0,0.7727,0.0,1,1,0,1,0,360.0,1038.49,90.0,37.35,0.3681,0.6239,0.3407,0.252,0.4526
C-10115,2025-08-02,34.0,799.0,9588.0,18.0,23.0,-0.2174,4.0,4.0,0.0,1.0,0.0,-0.0794,9.0,9.0,0.9,43.0,0.0,31.0,18.0,0.5156,1.0,0,1,0,1,0,360.0,3631.39,65.0,80.0,0.3114,0.6421,0.5695,0.9319,0.5225
C-10116,2025-10-12,4.0,249.0,2988.0,15.0,18.0,-0.1667,4.0,7.0,-0.4286,0.0,0.0,0.9368,3.0,3.0,0.3,44.0,0.0,160.0,26.0,0.3422,1.0,0,1,1,0,0,360.0,760.19,40.0,37.35,0.5374,0.5278,0.3318,0.1846,0.4305
C-10117,2024-10-03,10.0,149.0,1788.0,19.0,11.0,0.7273,4.0,8.0,-0.5,0.0,0.0,1.3205,2.0,2.0,0.2,6.0,0.0,156.0,39.0,0.3889,0.0,0,1,0,0,0,120.0,850.93,40.0,22.35,0.1347,0.6041,0.4013,0.2049,0.1947
C-10118,2026-01-08,16.0,149.0,1788.0,11.0,7.0,0.5714,2.0,5.0,-0.6,0.0,0.0,-0.0263,9.0,9.0,0.9,9.0,1.0,156.0,22.0,0.2387,0.0,1,1,1,1,1,120.0,865.66,40.0,22.35,0.1197,0.4701,0.6593,0.2084,0.2262
C-10119,2025-07-27,8.0,249.0,2988.0,1.0,1.0,0.0,6.0,7.0,-0.1429,0.0,0.0,0.1038,2.0,1.0,0.15,11.0,0.0,47.0,28.0,0.4553,1.0,0,1,1,0,1,360.0,1358.03,40.0,37.35,0.1736,0.6441,0.4305,0.3472,0.2026
C-10120,2025-10-25,27.0,49.0,588.0,0.0,3.0,-1.0,8.0,6.0,0.3333,2.0,0.0,0.5869,8.0,5.0,0.65,43.0,0.0,122.0,24.0,0.4395,0.0,1,1,1,0,0,120.0,90.52,90.0,8.0,0.7201,0.5842,0.3965,0.08,0.572
C-10121,2024-08-22,40.0,399.0,4788.0,2.0,5.0,-0.6,6.0,4.0,0.5,1.0,0.0,-0.674,5.0,2.0,0.35,41.0,0.0,33.0,17.0,0.404,0.0,0,0,0,1,1,360.0,1178.95,65.0,59.85,0.5523,0.6713,0.2973,0.2917,0.4825
C-10122,2025-06-01,39.0,249.0,2988.0,24.0,22.0,0.0909,5.0,4.0,0.25,0.0,0.0,0.0881,9.0,6.0,0.75,11.0,0.0,39.0,37.0,0.168,0.0,1,1,1,1,0,360.0,1526.02,40.0,37.35,0.0714,0.8107,0.5939,0.4034,0.2108
C-10123,2024-11-21,29.0,399.0,4788.0,22.0,18.0,0.2222,8.0,10.0,-0.2,3.0,2.0,1.7142,0.0,0.0,0.0,28.0,0.0,17.0,38.0,0.453,1.0,0,1,0,0,0,360.0,1136.79,115.0,59.85,0.5683,0.7817,0.2973,0.2794,0.7756
C-10124,2026-03-12,51.0,249.0,2988.0,7.0,12.0,-0.4167,8.0,8.0,0.0,2.0,0.0,-0.4,9.0,9.0,0.9,10.0,0.0,91.0,13.0,0.2941,0.0,0,1,1,0,0,360.0,1475.74,90.0,37.35,0.102,0.7683,0.6548,0.3862,0.3318
C-10125,2026-03-11,34.0,399.0,4788.0,22.0,22.0,0.0,1.0,2.0,-0.5,0.0,0.0,0.6831,2.0,1.0,0.15,1.0,0.0,129.0,35.0,0.2028,0.0,0,1,0,1,0,360.0,2414.37,40.0,59.85,0.0832,0.7248,0.4061,0.7063,0.1947
C-10126,2024-11-07,6.0,799.0,9588.0,0.0,5.0,-1.0,10.0,11.0,-0.0909,0.0,0.0,0.419,10.0,7.0,0.85,10.0,0.0,39.0,18.0,0.6533,1.0,0,1,1,1,1,360.0,3163.45,40.0,80.0,0.4001,0.613,0.7027,0.8752,0.168
C-10127,2024-01-23,46.0,249.0,2988.0,7.0,6.0,0.1667,13.0,8.0,0.625,3.0,0.0,-0.131,4.0,1.0,0.25,3.0,0.0,37.0,29.0,0.8339,0.0,0,1,0,1,1,360.0,1527.64,115.0,37.35,0.0704,0.8802,0.4354,0.4039,0.3186
C-10128,2024-08-08,35.0,149.0,1788.0,16.0,11.0,0.4545,0.0,1.0,-1.0,2.0,1.0,0.1773,0.0,0.0,0.0,38.0,0.0,53.0,21.0,0.7885,0.0,0,0,0,0,1,120.0,556.47,90.0,22.35,0.4341,0.4782,0.2042,0.1447,0.7389
C-10129,2024-08-28,38.0,49.0,588.0,23.0,25.0,-0.08,8.0,9.0,-0.1111,2.0,2.0,1.4021,5.0,4.0,0.45,35.0,0.0,39.0,30.0,0.53,1.0,0,1,1,0,1,120.0,190.18,90.0,8.0,0.4119,0.7097,0.4305,0.0911,0.7408
C-10130,2024-01-18,34.0,399.0,4788.0,28.0,17.0,0.6471,10.0,7.0,0.4286,1.0,0.0,0.4429,0.0,0.0,0.0,8.0,1.0,150.0,34.0,0.3469,1.0,0,0,1,0,0,360.0,2153.0,65.0,59.85,0.1824,0.8332,0.387,0.6235,0.221
C-10131,2026-04-05,34.0,799.0,9588.0,18.0,23.0,-0.2174,7.0,11.0,-0.3636,2.0,0.0,0.5679,3.0,1.0,0.2,25.0,2.0,34.0,17.0,0.3859,0.0,1,1,1,0,1,360.0,2733.81,90.0,80.0,0.4816,0.6702,0.3143,0.7915,0.4502
C-10132,2025-02-15,7.0,399.0,4788.0,8.0,7.0,0.1429,4.0,6.0,-0.3333,1.0,0.0,1.2807,8.0,8.0,0.8,9.0,0.0,53.0,28.0,0.4811,0.0,0,0,1,1,0,360.0,2375.41,65.0,59.85,0.098,0.6109,0.6225,0.6947,0.2829
C-10133,2024-05-09,34.0,799.0,9588.0,23.0,23.0,0.0,4.0,6.0,-0.3333,1.0,1.0,-0.2315,6.0,6.0,0.6,25.0,0.0,58.0,20.0,0.316,0.0,0,1,1,1,1,360.0,4209.16,65.0,80.0,0.2018,0.668,0.4651,0.969,0.5125
C-10134,2025-06-21,48.0,799.0,9588.0,1.0,2.0,-0.5,3.0,4.0,-0.25,1.0,0.0,-0.8375,8.0,8.0,0.8,40.0,0.0,40.0,32.0,0.6638,0.0,1,1,0,1,1,360.0,3331.8,65.0,80.0,0.3682,0.7642,0.47,0.8992,0.5125
C-10135,2024-12-16,19.0,399.0,4788.0,6.0,7.0,-0.1429,0.0,4.0,-1.0,1.0,1.0,1.4147,10.0,8.0,0.9,39.0,1.0,169.0,8.0,0.05,0.0,0,1,1,0,0,360.0,1371.22,65.0,59.85,0.4793,0.3966,0.515,0.3515,0.6615
C-10136,2024-06-03,36.0,249.0,2988.0,16.0,15.0,0.0667,8.0,7.0,0.1429,2.0,0.0,0.1092,5.0,5.0,0.5,37.0,0.0,41.0,29.0,0.3409,0.0,0,1,1,0,0,360.0,1240.63,90.0,37.35,0.2451,0.7871,0.3682,0.3102,0.5275
C-10137,2025-02-04,3.0,49.0,588.0,7.0,2.0,2.5,11.0,10.0,0.1,3.0,1.0,0.7149,6.0,4.0,0.5,10.0,0.0,90.0,24.0,0.5602,1.0,0,1,0,0,0,120.0,264.16,115.0,8.0,0.1832,0.5911,0.5744,0.1003,0.5125
C-10138,2025-06-12,22.0,49.0,588.0,32.0,24.0,0.3333,11.0,10.0,0.1,1.0,0.0,-0.6099,0.0,0.0,0.0,8.0,0.0,104.0,18.0,0.231,0.0,0,0,0,0,1,120.0,276.33,65.0,8.0,0.1455,0.6427,0.3186,0.1019,0.2125
C-10139,2025-07-29,27.0,99.0,1188.0,24.0,24.0,0.0,6.0,9.0,-0.3333,2.0,0.0,0.3108,3.0,0.0,0.15,7.0,0.0,50.0,15.0,0.352,0.0,0,0,0,0,0,120.0,577.21,90.0,14.85,0.1166,0.5527,0.3775,0.1484,0.334
C-10140,2024-07-17,58.0,149.0,1788.0,20.0,15.0,0.3333,7.0,7.0,0.0,1.0,0.0,-0.8775,8.0,8.0,0.8,5.0,1.0,87.0,28.0,0.5187,0.0,0,1,1,0,0,120.0,922.34,65.0,22.35,0.0621,0.7907,0.6411,0.222,0.2315
C-10141,2025-06-23,14.0,399.0,4788.0,5.0,9.0,-0.4444,3.0,6.0,-0.5,1.0,1.0,0.051,0.0,0.0,0.0,27.0,1.0,34.0,14.0,0.7037,1.0,0,1,1,0,1,360.0,813.61,65.0,59.85,0.691,0.4488,0.3015,0.1964,0.5399
C-10142,2025-11-30,18.0,149.0,1788.0,8.0,3.0,1.6667,3.0,4.0,-0.25,1.0,0.0,-0.5183,4.0,4.0,0.4,29.0,0.0,89.0,2.0,0.1412,0.0,0,0,0,0,0,120.0,742.38,65.0,22.35,0.2451,0.3402,0.3682,0.1808,0.4305
C-10143,2025-07-06,25.0,49.0,588.0,12.0,17.0,-0.2941,14.0,9.0,0.5556,1.0,1.0,-0.7021,1.0,0.0,0.05,39.0,0.0,8.0,37.0,0.1264,0.0,1,0,0,0,1,120.0,89.26,65.0,8.0,0.724,0.7628,0.2142,0.0799,0.4925
C-10144,2026-04-19,59.0,99.0,1188.0,22.0,15.0,0.4667,4.0,4.0,0.0,4.0,0.0,-0.2425,10.0,8.0,0.9,4.0,1.0,81.0,18.0,0.2108,0.0,0,1,1,0,1,120.0,618.17,140.0,14.85,0.0539,0.6928,0.6814,0.156,0.53
C-10145,2026-04-09,51.0,799.0,9588.0,34.0,21.0,0.619,0.0,3.0,-1.0,1.0,0.0,-1.5,6.0,6.0,0.6,11.0,0.0,68.0,7.0,0.0925,0.0,0,1,0,1,1,360.0,4912.18,65.0,80.0,0.0685,0.5977,0.5349,0.9884,0.3385
C-10146,2025-03-12,4.0,799.0,9588.0,16.0,17.0,-0.0588,10.0,10.0,0.0,0.0,0.0,-0.9279,7.0,5.0,0.6,32.0,0.0,66.0,9.0,0.1067,0.0,1,1,0,0,0,360.0,3698.92,40.0,80.0,0.2986,0.55,0.4305,0.9378,0.2809
C-10147,2024-12-12,15.0,149.0,1788.0,0.0,4.0,-1.0,3.0,7.0,-0.5714,1.0,0.0,0.6259,8.0,5.0,0.65,30.0,0.0,24.0,33.0,0.2055,0.0,1,0,0,0,0,120.0,247.44,65.0,22.35,0.7484,0.489,0.4601,0.0982,0.4378
C-10148,2025-02-07,49.0,399.0,4788.0,1.0,4.0,-0.75,1.0,4.0,-0.75,1.0,0.0,0.2781,2.0,2.0,0.2,19.0,0.0,179.0,13.0,0.6467,0.0,1,0,1,1,1,360.0,1645.37,65.0,59.85,0.3752,0.6136,0.3407,0.445,0.3823
C-10149,2025-03-08,5.0,399.0,4788.0,29.0,22.0,0.3182,7.0,10.0,-0.3,1.0,0.0,-0.8593,0.0,0.0,0.0,6.0,0.0,9.0,11.0,0.3376,1.0,0,1,1,1,0,360.0,1953.28,65.0,59.85,0.2583,0.5152,0.3965,0.5545,0.2369
C-10150,2024-06-01,51.0,799.0,9588.0,8.0,5.0,0.6,9.0,11.0,-0.1818,0.0,0.0,0.4383,4.0,1.0,0.25,21.0,0.0,30.0,20.0,0.4063,0.0,0,1,0,0,0,360.0,4553.79,40.0,80.0,0.1365,0.8133,0.3498,0.9808,0.2279
C-10151,2026-04-30,18.0,799.0,9588.0,27.0,26.0,0.0385,6.0,4.0,0.5,3.0,2.0,-0.7026,2.0,0.0,0.1,7.0,1.0,23.0,2.0,0.2089,1.0,0,0,1,0,0,360.0,2827.53,115.0,80.0,0.4638,0.4671,0.4305,0.8127,0.6704
C-10152,2025-05-16,55.0,249.0,2988.0,9.0,3.0,2.0,7.0,6.0,0.1667,0.0,0.0,0.5776,3.0,0.0,0.15,24.0,1.0,176.0,22.0,0.5267,0.0,0,1,0,1,0,360.0,1271.69,40.0,37.35,0.2262,0.8033,0.3015,0.3198,0.2631
C-10153,2024-04-23,19.0,149.0,1788.0,23.0,20.0,0.15,7.0,6.0,0.1667,2.0,2.0,-0.0925,3.0,1.0,0.2,40.0,0.0,60.0,2.0,0.7752,0.0,1,1,0,0,1,120.0,434.19,90.0,22.35,0.5585,0.3824,0.2535,0.1244,0.7773
C-10154,2026-03-07,27.0,249.0,2988.0,34.0,27.0,0.2593,5.0,8.0,-0.375,3.0,2.0,-0.2601,9.0,7.0,0.8,8.0,0.0,80.0,33.0,0.2225,0.0,0,1,1,0,1,360.0,1422.99,115.0,37.35,0.1341,0.7433,0.6271,0.3685,0.6878
C-10155,2026-04-16,40.0,99.0,1188.0,18.0,12.0,0.5,9.0,11.0,-0.1818,1.0,1.0,-0.0729,3.0,3.0,0.3,5.0,0.0,136.0,17.0,0.7449,0.0,0,1,1,0,1,120.0,581.8,65.0,14.85,0.1096,0.6846,0.4452,0.1493,0.31
C-10156,2025-05-09,9.0,149.0,1788.0,11.0,2.0,4.5,7.0,7.0,0.0,2.0,0.0,2.0476,1.0,0.0,0.05,33.0,0.0,13.0,9.0,0.4729,0.0,1,0,1,0,1,120.0,478.18,90.0,22.35,0.5137,0.3901,0.2351,0.1314,0.51
C-10157,2026-04-16,34.0,249.0,2988.0,26.0,24.0,0.0833,7.0,9.0,-0.2222,0.0,0.0,-0.607,11.0,10.0,1.0,1.0,0.0,16.0,18.0,0.4034,1.0,0,1,1,0,0,360.0,1531.35,40.0,37.35,0.0682,0.7203,0.7824,0.4052,0.1519
C-10158,2026-05-06,31.0,249.0,2988.0,11.0,6.0,0.8333,6.0,7.0,-0.1429,5.0,2.0,0.1812,0.0,0.0,0.0,44.0,1.0,36.0,7.0,0.48,1.0,1,1,0,1,1,360.0,486.93,165.0,37.35,0.7037,0.5395,0.2351,0.1329,0.9321
C-10159,2026-04-20,47.0,249.0,2988.0,13.0,15.0,-0.1333,11.0,10.0,0.1,1.0,0.0,0.6251,2.0,2.0,0.2,34.0,0.0,123.0,13.0,0.4781,1.0,0,1,1,0,0,360.0,1173.42,65.0,37.35,0.286,0.7802,0.3407,0.2901,0.3705
C-10160,2026-04-30,59.0,149.0,1788.0,23.0,27.0,-0.1481,4.0,5.0,-0.2,0.0,0.0,-0.7699,4.0,4.0,0.4,18.0,0.0,176.0,6.0,0.7714,0.0,1,1,0,0,1,120.0,862.87,40.0,22.35,0.1226,0.6032,0.4207,0.2077,0.2573
C-10161,2024-02-29,40.0,149.0,1788.0,31.0,21.0,0.4762,5.0,5.0,0.0,0.0,0.0,-1.2754,0.0,0.0,0.0,16.0,1.0,113.0,27.0,0.504,0.0,0,0,0,1,0,120.0,760.97,40.0,22.35,0.2262,0.6675,0.285,0.1848,0.2369
C-10162,2024-01-28,25.0,49.0,588.0,3.0,2.0,0.5,8.0,5.0,0.6,1.0,1.0,-0.4809,10.0,7.0,0.85,17.0,1.0,157.0,39.0,0.5082,0.0,0,1,1,1,1,120.0,258.13,65.0,8.0,0.2018,0.7328,0.6035,0.0995,0.4037
C-10163,2025-05-24,25.0,249.0,2988.0,28.0,23.0,0.2174,10.0,11.0,-0.0909,3.0,0.0,0.6076,4.0,1.0,0.25,17.0,0.0,159.0,19.0,0.3157,1.0,0,1,0,0,1,360.0,1375.28,115.0,37.35,0.1631,0.7288,0.4403,0.3528,0.4526
C-10164,2025-10-21,26.0,249.0,2988.0,6.0,5.0,0.2,9.0,7.0,0.2857,1.0,0.0,-0.2736,9.0,7.0,0.8,37.0,0.0,53.0,4.0,0.5678,0.0,0,1,1,0,0,360.0,1275.99,65.0,37.35,0.2236,0.6102,0.485,0.3211,0.4158
C-10165,2026-01-09,49.0,799.0,9588.0,17.0,21.0,-0.1905,3.0,2.0,0.5,1.0,1.0,-0.1849,1.0,0.0,0.05,35.0,0.0,37.0,3.0,0.2086,1.0,0,1,0,1,0,360.0,3044.9,65.0,80.0,0.4226,0.5741,0.285,0.8555,0.5987
C-10166,2025-07-20,20.0,249.0,2988.0,17.0,17.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.7286,6.0,5.0,0.55,9.0,0.0,33.0,33.0,0.4218,0.0,0,1,0,1,1,360.0,1477.99,65.0,37.35,0.1007,0.6317,0.525,0.387,0.3252
C-10167,2024-10-03,11.0,149.0,1788.0,17.0,8.0,1.125,3.0,6.0,-0.5,0.0,0.0,-0.6451,1.0,0.0,0.05,8.0,0.0,143.0,14.0,0.9767,0.0,0,0,0,0,1,120.0,824.97,40.0,22.35,0.1611,0.4012,0.3363,0.1989,0.2125
C-10168,2026-04-02,21.0,49.0,588.0,15.0,12.0,0.25,6.0,9.0,-0.3333,0.0,0.0,-0.071,2.0,2.0,0.2,24.0,0.0,122.0,12.0,0.05,0.0,1,1,0,0,0,120.0,249.4,40.0,8.0,0.2288,0.4864,0.3186,0.0984,0.2729
C-10169,2025-06-04,3.0,99.0,1188.0,0.0,4.0,-1.0,3.0,6.0,-0.5,1.0,1.0,-1.2111,4.0,4.0,0.4,29.0,0.0,156.0,4.0,0.4466,0.0,1,0,0,0,1,120.0,145.51,65.0,14.85,0.7773,0.2371,0.3682,0.086,0.5548
C-10170,2025-08-24,8.0,149.0,1788.0,26.0,27.0,-0.037,6.0,7.0,-0.1429,1.0,0.0,0.2566,10.0,8.0,0.9,32.0,0.0,93.0,26.0,0.4543,1.0,1,1,1,0,0,120.0,759.82,65.0,22.35,0.2274,0.5266,0.6225,0.1845,0.4158
C-10171,2024-08-14,7.0,149.0,1788.0,18.0,7.0,1.5714,10.0,9.0,0.1111,1.0,1.0,0.1836,3.0,2.0,0.25,14.0,0.0,175.0,3.0,0.3544,1.0,0,1,1,0,0,120.0,746.9,65.0,22.35,0.2405,0.4279,0.4551,0.1818,0.3589
C-10172,2025-10-31,46.0,149.0,1788.0,8.0,9.0,-0.1111,9.0,6.0,0.5,0.0,0.0,0.6364,9.0,8.0,0.85,21.0,0.0,161.0,36.0,0.3591,0.0,0,1,1,0,0,120.0,877.07,40.0,22.35,0.1081,0.8124,0.5842,0.2111,0.2279
C-10173,2024-04-24,43.0,149.0,1788.0,3.0,14.0,-0.7857,10.0,10.0,0.0,2.0,1.0,-0.9162,1.0,0.0,0.05,4.0,0.0,146.0,9.0,0.4183,0.0,1,1,0,1,0,120.0,622.63,90.0,22.35,0.3669,0.6333,0.3543,0.1568,0.3823
C-10174,2026-02-06,42.0,399.0,4788.0,30.0,19.0,0.5789,6.0,8.0,-0.25,1.0,0.0,-0.1535,3.0,2.0,0.25,20.0,0.0,145.0,3.0,0.3496,1.0,0,1,1,0,1,360.0,2245.19,65.0,59.85,0.1474,0.6309,0.4256,0.6538,0.3318
C-10175,2026-01-21,28.0,49.0,588.0,18.0,14.0,0.2857,3.0,9.0,-0.6667,1.0,0.0,-1.0228,7.0,4.0,0.55,30.0,0.0,26.0,28.0,0.4444,1.0,0,1,0,0,1,120.0,224.17,65.0,8.0,0.3068,0.5712,0.495,0.0952,0.4378
C-10176,2025-08-25,43.0,99.0,1188.0,14.0,14.0,0.0,9.0,9.0,0.0,1.0,0.0,-0.1969,5.0,5.0,0.5,13.0,1.0,135.0,14.0,0.3025,0.0,0,1,0,0,0,120.0,565.39,65.0,14.85,0.1347,0.6754,0.485,0.1463,0.2573
C-10177,2026-05-15,11.0,49.0,588.0,14.0,16.0,-0.125,7.0,7.0,0.0,1.0,0.0,1.1854,6.0,5.0,0.55,14.0,0.0,170.0,28.0,0.8045,1.0,0,0,0,0,1,120.0,269.3,65.0,8.0,0.1673,0.5833,0.5744,0.1009,0.2829
C-10178,2026-03-13,54.0,99.0,1188.0,30.0,24.0,0.25,1.0,1.0,0.0,0.0,0.0,-0.2566,8.0,8.0,0.8,20.0,0.0,56.0,2.0,0.3496,0.0,0,1,0,0,0,120.0,600.53,40.0,14.85,0.0809,0.4949,0.5695,0.1527,0.2994
