external_id,created_at,company_size,industry,country,job_title,lead_source,website_visits,pricing_page_visits,demo_request,email_opens,email_clicks,sales_calls,days_since_contact,number_of_employees,previous_interactions,campaign_engagement,deal_amount,historical_call,converted,true_p0_converted
L-20619,2025-04-10,600.0,5.0,6.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,4.0,28.0,600.0,0.0,0.7791,15000.0,0.0,0,0.6493
L-20620,2025-07-09,8.0,4.0,6.0,4.0,4.0,28.0,5.0,0.0,2.0,2.0,2.0,6.0,8.0,5.0,0.1942,60000.0,1.0,1,0.9305
L-20621,2026-04-25,200.0,3.0,2.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,19.0,200.0,11.0,0.3315,8000.0,0.0,1,0.3654
L-20622,2025-02-03,2000.0,3.0,7.0,2.0,0.0,7.0,4.0,0.0,5.0,2.0,4.0,34.0,2000.0,5.0,0.7307,15000.0,0.0,1,0.707
L-20623,2025-04-09,8.0,3.0,7.0,1.0,1.0,25.0,3.0,0.0,10.0,6.0,5.0,2.0,8.0,4.0,0.6703,15000.0,1.0,1,0.9687
L-20624,2025-07-20,2000.0,3.0,4.0,3.0,3.0,14.0,6.0,1.0,5.0,2.0,0.0,4.0,2000.0,11.0,0.4745,60000.0,1.0,1,0.9612
L-20625,2026-04-08,2000.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,11.0,9.0,0.0,15.0,2000.0,3.0,0.3957,60000.0,0.0,0,0.2748
L-20626,2026-01-15,80.0,3.0,0.0,4.0,4.0,20.0,7.0,1.0,8.0,6.0,2.0,9.0,80.0,0.0,0.3642,8000.0,1.0,1,0.9907
L-20627,2025-08-01,80.0,2.0,0.0,4.0,3.0,19.0,6.0,0.0,6.0,5.0,3.0,20.0,80.0,7.0,0.2321,15000.0,1.0,1,0.9255
L-20628,2025-11-22,2000.0,1.0,1.0,0.0,0.0,23.0,5.0,0.0,8.0,4.0,1.0,12.0,2000.0,7.0,0.2639,28000.0,1.0,0,0.9039
L-20629,2024-09-16,8.0,5.0,6.0,3.0,0.0,8.0,5.0,0.0,0.0,0.0,4.0,25.0,8.0,1.0,0.8434,60000.0,1.0,1,0.7806
L-20630,2025-11-15,600.0,2.0,6.0,3.0,1.0,17.0,0.0,0.0,10.0,9.0,3.0,10.0,600.0,5.0,0.2577,60000.0,1.0,1,0.7552
L-20631,2024-10-21,200.0,0.0,6.0,1.0,0.0,16.0,4.0,0.0,3.0,2.0,4.0,36.0,200.0,1.0,0.5307,28000.0,1.0,1,0.7837
L-20632,2024-06-16,600.0,4.0,2.0,4.0,3.0,12.0,1.0,0.0,9.0,6.0,4.0,7.0,600.0,4.0,0.3311,28000.0,1.0,1,0.7545
L-20633,2025-04-27,200.0,1.0,6.0,3.0,0.0,7.0,2.0,0.0,13.0,11.0,5.0,25.0,200.0,4.0,0.408,4000.0,1.0,0,0.8049
L-20634,2025-06-28,25.0,4.0,2.0,1.0,1.0,17.0,4.0,0.0,10.0,9.0,3.0,7.0,25.0,5.0,0.6447,60000.0,1.0,1,0.9461
L-20635,2026-03-09,200.0,5.0,7.0,2.0,4.0,5.0,4.0,1.0,2.0,0.0,4.0,36.0,200.0,0.0,0.2507,28000.0,1.0,1,0.7884
L-20636,2025-08-08,200.0,4.0,6.0,4.0,3.0,26.0,1.0,1.0,2.0,0.0,2.0,26.0,200.0,9.0,0.1099,28000.0,0.0,1,0.8346
L-20637,2024-06-25,600.0,0.0,2.0,4.0,4.0,5.0,4.0,0.0,7.0,6.0,3.0,37.0,600.0,9.0,0.7058,15000.0,1.0,1,0.69
L-20638,2025-06-02,8.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,3.0,0.0,1.0,38.0,8.0,1.0,0.704,8000.0,0.0,1,0.5876
L-20639,2026-05-18,8.0,1.0,1.0,0.0,2.0,5.0,6.0,0.0,7.0,3.0,4.0,22.0,8.0,8.0,0.6287,28000.0,0.0,1,0.837
L-20640,2024-07-22,8.0,3.0,7.0,4.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,8.0,8.0,10.0,0.478,28000.0,0.0,0,0.2027
L-20641,2025-06-07,2000.0,4.0,2.0,2.0,2.0,25.0,3.0,1.0,12.0,11.0,3.0,15.0,2000.0,6.0,0.2763,8000.0,1.0,1,0.9874
L-20642,2026-04-09,2000.0,2.0,2.0,2.0,3.0,12.0,4.0,0.0,1.0,0.0,1.0,4.0,2000.0,6.0,0.3259,60000.0,1.0,1,0.6956
L-20643,2025-06-20,600.0,1.0,4.0,4.0,3.0,6.0,5.0,0.0,3.0,3.0,2.0,36.0,600.0,2.0,0.3119,60000.0,0.0,1,0.5733
L-20644,2026-02-02,8.0,1.0,6.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,33.0,8.0,3.0,0.4108,8000.0,0.0,0,0.1279
L-20645,2024-08-26,25.0,1.0,6.0,2.0,2.0,10.0,0.0,0.0,13.0,10.0,0.0,1.0,25.0,10.0,0.8501,28000.0,1.0,0,0.6546
L-20646,2024-07-11,8.0,5.0,4.0,0.0,1.0,13.0,6.0,0.0,5.0,2.0,5.0,14.0,8.0,4.0,0.5798,4000.0,1.0,1,0.931
L-20647,2024-11-29,200.0,3.0,0.0,4.0,1.0,26.0,6.0,0.0,9.0,5.0,4.0,7.0,200.0,7.0,0.1835,60000.0,1.0,1,0.976
L-20648,2025-08-05,8.0,3.0,2.0,1.0,0.0,24.0,4.0,1.0,10.0,9.0,0.0,33.0,8.0,11.0,0.873,28000.0,1.0,1,0.9697
L-20649,2025-08-11,2000.0,1.0,7.0,3.0,3.0,27.0,1.0,0.0,10.0,7.0,4.0,9.0,2000.0,2.0,0.042,28000.0,1.0,1,0.8967
L-20650,2025-04-30,80.0,0.0,6.0,3.0,4.0,13.0,5.0,0.0,8.0,4.0,4.0,23.0,80.0,6.0,0.3744,8000.0,0.0,1,0.865
L-20651,2026-02-07,80.0,0.0,1.0,1.0,4.0,8.0,6.0,0.0,1.0,0.0,0.0,26.0,80.0,9.0,0.5502,15000.0,1.0,0,0.5977
L-20652,2026-04-15,80.0,2.0,7.0,4.0,4.0,3.0,7.0,1.0,8.0,8.0,4.0,21.0,80.0,1.0,0.261,8000.0,1.0,1,0.9733
L-20653,2024-06-18,600.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,11.0,10.0,1.0,39.0,600.0,1.0,0.6252,28000.0,1.0,1,0.8685
L-20654,2025-02-28,2000.0,2.0,5.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,1.0,10.0,2000.0,0.0,0.4057,28000.0,1.0,0,0.4301
L-20655,2025-03-14,600.0,5.0,7.0,2.0,0.0,26.0,7.0,0.0,0.0,0.0,3.0,5.0,600.0,8.0,0.7764,4000.0,1.0,1,0.9788
L-20656,2024-10-06,8.0,5.0,1.0,2.0,1.0,18.0,0.0,1.0,4.0,3.0,1.0,34.0,8.0,0.0,0.2761,60000.0,0.0,1,0.6338
L-20657,2026-01-16,600.0,5.0,7.0,0.0,4.0,9.0,6.0,1.0,10.0,7.0,1.0,15.0,600.0,6.0,0.2415,8000.0,1.0,1,0.9561
L-20658,2024-10-29,8.0,5.0,4.0,0.0,1.0,7.0,3.0,0.0,5.0,1.0,0.0,34.0,8.0,7.0,0.3302,8000.0,0.0,0,0.2455
L-20659,2025-05-16,80.0,4.0,7.0,4.0,0.0,21.0,7.0,0.0,6.0,5.0,0.0,33.0,80.0,5.0,0.1803,28000.0,1.0,1,0.8633
L-20660,2025-01-13,8.0,4.0,3.0,4.0,3.0,17.0,0.0,0.0,6.0,3.0,3.0,26.0,8.0,11.0,0.5297,4000.0,1.0,0,0.5093
L-20661,2026-03-14,200.0,1.0,4.0,1.0,3.0,22.0,4.0,0.0,6.0,6.0,5.0,8.0,200.0,7.0,0.1863,8000.0,1.0,1,0.9538
L-20662,2024-09-16,200.0,1.0,0.0,4.0,4.0,18.0,2.0,0.0,11.0,9.0,5.0,22.0,200.0,2.0,0.0732,28000.0,1.0,1,0.8636
L-20663,2025-10-14,200.0,3.0,3.0,3.0,4.0,1.0,5.0,0.0,8.0,5.0,4.0,27.0,200.0,7.0,0.7058,15000.0,1.0,1,0.7729
L-20664,2026-05-06,25.0,5.0,7.0,3.0,2.0,28.0,1.0,0.0,12.0,10.0,3.0,13.0,25.0,7.0,0.632,4000.0,1.0,1,0.9323
L-20665,2025-01-25,80.0,2.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,80.0,11.0,0.1299,15000.0,0.0,0,0.1912
L-20666,2024-11-22,8.0,0.0,3.0,4.0,2.0,10.0,1.0,0.0,6.0,5.0,2.0,6.0,8.0,6.0,0.3015,8000.0,0.0,0,0.5527
L-20667,2024-10-24,25.0,1.0,6.0,3.0,2.0,29.0,4.0,0.0,4.0,2.0,4.0,10.0,25.0,10.0,0.5845,4000.0,1.0,1,0.9565
L-20668,2024-07-07,25.0,1.0,1.0,1.0,3.0,24.0,3.0,1.0,1.0,0.0,4.0,10.0,25.0,7.0,0.6248,28000.0,1.0,1,0.9717
L-20669,2025-08-16,80.0,0.0,2.0,3.0,0.0,27.0,2.0,0.0,4.0,2.0,4.0,25.0,80.0,9.0,0.3997,28000.0,1.0,1,0.8389
L-20670,2024-08-06,25.0,0.0,3.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,35.0,25.0,2.0,0.5519,8000.0,1.0,0,0.5127
L-20671,2026-05-25,80.0,2.0,2.0,4.0,2.0,28.0,6.0,0.0,0.0,0.0,1.0,22.0,80.0,2.0,0.4484,15000.0,1.0,1,0.9067
L-20672,2025-01-20,25.0,5.0,2.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,16.0,25.0,2.0,0.4791,4000.0,1.0,1,0.7817
L-20673,2024-07-19,25.0,0.0,6.0,3.0,1.0,16.0,6.0,0.0,7.0,3.0,5.0,30.0,25.0,5.0,0.2608,4000.0,1.0,1,0.9028
L-20674,2026-01-25,8.0,0.0,6.0,2.0,0.0,1.0,7.0,1.0,1.0,0.0,2.0,29.0,8.0,7.0,0.4439,15000.0,0.0,1,0.8617
L-20675,2025-10-16,8.0,0.0,5.0,4.0,0.0,14.0,3.0,0.0,2.0,1.0,1.0,7.0,8.0,6.0,0.2249,15000.0,0.0,0,0.5993
L-20676,2025-06-03,80.0,2.0,3.0,0.0,3.0,29.0,2.0,0.0,6.0,6.0,4.0,33.0,80.0,0.0,0.5763,60000.0,1.0,1,0.9011
L-20677,2025-11-17,200.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,200.0,0.0,0.4369,15000.0,1.0,0,0.1951
L-20678,2024-08-11,2000.0,0.0,4.0,0.0,3.0,4.0,7.0,0.0,4.0,1.0,0.0,21.0,2000.0,0.0,0.2583,28000.0,1.0,1,0.6308
L-20679,2024-09-24,200.0,5.0,6.0,4.0,0.0,2.0,1.0,0.0,4.0,4.0,3.0,8.0,200.0,4.0,0.3198,15000.0,1.0,1,0.4397
L-20680,2024-12-10,200.0,4.0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,3.0,20.0,200.0,1.0,0.2793,4000.0,1.0,1,0.7722
L-20681,2025-08-13,2000.0,0.0,4.0,4.0,0.0,1.0,7.0,0.0,6.0,3.0,2.0,20.0,2000.0,4.0,0.1371,60000.0,0.0,1,0.7224
L-20682,2025-01-25,25.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,14.0,25.0,0.0,0.1715,60000.0,0.0,0,0.6032
L-20683,2025-07-22,200.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,2.0,0.0,4.0,26.0,200.0,6.0,0.376,4000.0,0.0,1,0.9212
L-20684,2026-01-08,2000.0,4.0,4.0,3.0,2.0,9.0,0.0,0.0,13.0,9.0,5.0,28.0,2000.0,1.0,0.1274,28000.0,0.0,1,0.5909
L-20685,2025-08-29,80.0,4.0,1.0,2.0,4.0,3.0,6.0,0.0,11.0,8.0,5.0,13.0,80.0,2.0,0.6371,60000.0,1.0,0,0.9355
L-20686,2025-07-12,25.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,6.0,5.0,27.0,25.0,8.0,0.2458,8000.0,1.0,1,0.6377
L-20687,2025-01-12,8.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,9.0,5.0,4.0,6.0,8.0,4.0,0.3433,15000.0,1.0,1,0.8908
L-20688,2024-11-18,200.0,5.0,7.0,1.0,0.0,16.0,7.0,0.0,6.0,2.0,0.0,12.0,200.0,7.0,0.3942,8000.0,1.0,1,0.8737
L-20689,2026-01-09,8.0,2.0,5.0,1.0,1.0,23.0,7.0,0.0,2.0,1.0,1.0,23.0,8.0,7.0,0.324,15000.0,1.0,1,0.894
L-20690,2025-04-28,600.0,2.0,0.0,4.0,1.0,10.0,4.0,0.0,1.0,0.0,3.0,17.0,600.0,4.0,0.3046,15000.0,0.0,0,0.6724
L-20691,2026-02-22,25.0,4.0,7.0,1.0,4.0,12.0,4.0,0.0,2.0,1.0,4.0,29.0,25.0,7.0,0.5212,28000.0,0.0,0,0.7278
L-20692,2024-12-11,600.0,0.0,7.0,1.0,4.0,18.0,3.0,0.0,8.0,4.0,3.0,39.0,600.0,0.0,0.242,60000.0,1.0,0,0.6841
L-20693,2025-02-07,80.0,5.0,3.0,3.0,1.0,19.0,6.0,1.0,8.0,4.0,0.0,39.0,80.0,10.0,0.2088,8000.0,1.0,1,0.9212
L-20694,2025-07-31,200.0,4.0,2.0,1.0,4.0,7.0,0.0,0.0,9.0,7.0,0.0,27.0,200.0,2.0,0.3939,28000.0,0.0,0,0.2524
L-20695,2025-05-03,25.0,3.0,2.0,3.0,3.0,23.0,1.0,0.0,3.0,3.0,4.0,35.0,25.0,6.0,0.4549,15000.0,1.0,0,0.6929
L-20696,2026-01-28,600.0,0.0,7.0,3.0,4.0,19.0,2.0,0.0,1.0,0.0,0.0,6.0,600.0,4.0,0.5822,60000.0,1.0,1,0.6385
L-20697,2025-08-24,2000.0,4.0,0.0,0.0,4.0,15.0,4.0,0.0,10.0,9.0,1.0,32.0,2000.0,10.0,0.6669,15000.0,1.0,1,0.8339
L-20698,2024-12-17,2000.0,2.0,4.0,1.0,0.0,5.0,2.0,1.0,7.0,5.0,0.0,19.0,2000.0,1.0,0.2746,28000.0,1.0,0,0.6943
L-20699,2025-06-07,8.0,0.0,5.0,4.0,0.0,9.0,0.0,0.0,10.0,9.0,1.0,7.0,8.0,1.0,0.187,8000.0,1.0,0,0.4697
L-20700,2025-02-06,200.0,1.0,4.0,2.0,2.0,15.0,7.0,0.0,1.0,1.0,1.0,0.0,200.0,11.0,0.124,28000.0,1.0,1,0.891
L-20701,2026-05-01,200.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,8.0,200.0,9.0,0.7044,60000.0,1.0,1,0.3879
L-20702,2025-09-04,80.0,0.0,0.0,0.0,0.0,22.0,5.0,1.0,1.0,0.0,5.0,12.0,80.0,6.0,0.2553,4000.0,1.0,1,0.9815
L-20703,2026-05-19,600.0,2.0,1.0,4.0,3.0,20.0,1.0,0.0,7.0,5.0,0.0,22.0,600.0,4.0,0.2188,4000.0,1.0,1,0.5229
L-20704,2025-07-12,80.0,1.0,7.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,20.0,80.0,3.0,0.6378,28000.0,1.0,1,0.6188
L-20705,2026-05-16,25.0,2.0,0.0,3.0,0.0,24.0,1.0,1.0,12.0,12.0,5.0,29.0,25.0,9.0,0.1696,28000.0,1.0,1,0.972
L-20706,2025-02-13,25.0,1.0,5.0,2.0,4.0,24.0,6.0,0.0,0.0,0.0,5.0,4.0,25.0,4.0,0.5713,8000.0,1.0,1,0.9726
L-20707,2025-03-19,200.0,1.0,1.0,4.0,1.0,2.0,7.0,0.0,11.0,8.0,2.0,15.0,200.0,1.0,0.4631,15000.0,1.0,1,0.8815
L-20708,2026-04-19,600.0,2.0,2.0,2.0,3.0,29.0,7.0,0.0,13.0,13.0,5.0,14.0,600.0,5.0,0.2968,8000.0,1.0,1,0.9956
L-20709,2025-04-21,600.0,2.0,6.0,2.0,4.0,17.0,0.0,0.0,1.0,1.0,2.0,12.0,600.0,7.0,0.5272,15000.0,1.0,1,0.5248
L-20710,2025-08-03,600.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,2.0,2.0,38.0,600.0,7.0,0.635,60000.0,0.0,0,0.6516
L-20711,2025-07-23,600.0,1.0,5.0,3.0,0.0,10.0,5.0,0.0,9.0,9.0,2.0,36.0,600.0,11.0,0.4471,15000.0,1.0,1,0.8111
L-20712,2026-01-08,25.0,0.0,4.0,3.0,2.0,22.0,4.0,0.0,5.0,5.0,4.0,10.0,25.0,2.0,0.2179,28000.0,1.0,1,0.9283
L-20713,2026-01-25,25.0,1.0,5.0,0.0,4.0,28.0,3.0,0.0,3.0,2.0,0.0,37.0,25.0,9.0,0.2982,28000.0,1.0,1,0.644
L-20714,2026-05-29,80.0,5.0,5.0,0.0,1.0,19.0,4.0,0.0,11.0,7.0,3.0,39.0,80.0,11.0,0.5675,60000.0,0.0,1,0.8571
L-20715,2025-08-28,600.0,4.0,2.0,4.0,1.0,15.0,6.0,0.0,0.0,0.0,4.0,0.0,600.0,10.0,0.2605,8000.0,1.0,1,0.9268
L-20716,2025-01-06,80.0,4.0,0.0,3.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,19.0,80.0,0.0,0.6568,60000.0,1.0,1,0.4017
L-20717,2024-06-23,2000.0,0.0,4.0,1.0,0.0,25.0,4.0,0.0,4.0,0.0,3.0,18.0,2000.0,3.0,0.5532,8000.0,0.0,1,0.8958
L-20718,2024-07-31,25.0,3.0,2.0,3.0,2.0,23.0,2.0,0.0,9.0,8.0,3.0,24.0,25.0,7.0,0.4065,4000.0,1.0,1,0.8582
L-20719,2025-06-25,8.0,1.0,4.0,4.0,4.0,9.0,4.0,0.0,3.0,0.0,3.0,3.0,8.0,7.0,0.2206,28000.0,1.0,1,0.7003
L-20720,2025-05-02,600.0,4.0,2.0,4.0,2.0,11.0,7.0,0.0,1.0,0.0,2.0,3.0,600.0,9.0,0.4316,15000.0,1.0,1,0.8941
L-20721,2024-10-23,80.0,2.0,4.0,0.0,2.0,27.0,6.0,0.0,2.0,0.0,5.0,3.0,80.0,2.0,0.8325,28000.0,1.0,1,0.9839
L-20722,2024-10-15,600.0,2.0,7.0,1.0,2.0,16.0,2.0,0.0,8.0,7.0,3.0,20.0,600.0,4.0,0.1117,28000.0,0.0,1,0.7456
L-20723,2024-06-03,2000.0,0.0,3.0,3.0,2.0,26.0,4.0,0.0,9.0,9.0,5.0,21.0,2000.0,3.0,0.3499,4000.0,1.0,1,0.9718
L-20724,2024-08-27,8.0,3.0,3.0,2.0,1.0,3.0,7.0,0.0,11.0,9.0,0.0,17.0,8.0,10.0,0.1234,60000.0,1.0,1,0.7758
L-20725,2026-01-17,25.0,1.0,0.0,0.0,0.0,28.0,6.0,0.0,8.0,4.0,1.0,39.0,25.0,7.0,0.0832,28000.0,1.0,1,0.8675
L-20726,2025-07-18,600.0,1.0,3.0,1.0,0.0,18.0,7.0,0.0,8.0,6.0,0.0,18.0,600.0,11.0,0.2042,8000.0,1.0,1,0.9054
L-20727,2024-10-31,25.0,2.0,4.0,2.0,1.0,9.0,7.0,0.0,0.0,0.0,2.0,3.0,25.0,11.0,0.4633,8000.0,1.0,1,0.87
L-20728,2024-12-09,2000.0,2.0,0.0,4.0,2.0,19.0,6.0,1.0,6.0,4.0,5.0,17.0,2000.0,9.0,0.5738,15000.0,1.0,1,0.9918
L-20729,2025-03-12,2000.0,2.0,2.0,0.0,2.0,9.0,5.0,0.0,11.0,10.0,5.0,15.0,2000.0,5.0,0.2814,15000.0,1.0,1,0.9408
L-20730,2026-02-09,2000.0,5.0,7.0,4.0,0.0,16.0,4.0,0.0,0.0,0.0,4.0,3.0,2000.0,0.0,0.4481,15000.0,1.0,1,0.8846
L-20731,2025-09-26,600.0,0.0,7.0,2.0,4.0,12.0,7.0,1.0,9.0,5.0,5.0,23.0,600.0,2.0,0.4376,15000.0,1.0,1,0.9875
L-20732,2025-06-15,80.0,1.0,7.0,2.0,3.0,7.0,4.0,1.0,6.0,5.0,0.0,7.0,80.0,11.0,0.5864,8000.0,1.0,1,0.9019
L-20733,2025-10-14,80.0,1.0,6.0,0.0,0.0,18.0,2.0,0.0,6.0,3.0,5.0,29.0,80.0,4.0,0.0775,4000.0,1.0,1,0.709
L-20734,2024-11-19,8.0,1.0,4.0,2.0,2.0,11.0,0.0,0.0,8.0,6.0,3.0,19.0,8.0,6.0,0.8242,60000.0,1.0,1,0.5968
L-20735,2025-12-08,2000.0,3.0,0.0,0.0,1.0,21.0,5.0,0.0,2.0,0.0,4.0,31.0,2000.0,8.0,0.497,28000.0,1.0,1,0.8798
L-20736,2025-05-21,8.0,5.0,0.0,0.0,2.0,6.0,7.0,0.0,13.0,12.0,3.0,14.0,8.0,11.0,0.5786,60000.0,1.0,1,0.9565
L-20737,2026-02-01,2000.0,5.0,7.0,1.0,4.0,27.0,5.0,0.0,4.0,0.0,5.0,26.0,2000.0,8.0,0.305,15000.0,1.0,1,0.9369
L-20738,2025-06-22,200.0,4.0,5.0,2.0,3.0,14.0,7.0,0.0,13.0,12.0,5.0,23.0,200.0,2.0,0.0803,8000.0,1.0,1,0.9737
L-20739,2024-09-22,200.0,3.0,1.0,4.0,4.0,19.0,0.0,0.0,9.0,8.0,5.0,8.0,200.0,11.0,0.5916,8000.0,1.0,1,0.88
L-20740,2024-07-31,600.0,4.0,6.0,3.0,1.0,6.0,2.0,1.0,5.0,3.0,0.0,2.0,600.0,11.0,0.3453,8000.0,1.0,0,0.7677
L-20741,2025-02-28,600.0,5.0,4.0,3.0,4.0,15.0,6.0,0.0,11.0,11.0,1.0,3.0,600.0,4.0,0.3721,60000.0,1.0,1,0.9577
L-20742,2024-12-05,600.0,0.0,4.0,1.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,38.0,600.0,10.0,0.1701,4000.0,1.0,0,0.299
L-20743,2025-11-06,200.0,0.0,5.0,4.0,2.0,19.0,1.0,0.0,8.0,4.0,0.0,9.0,200.0,5.0,0.2937,15000.0,0.0,0,0.5779
L-20744,2025-09-11,25.0,1.0,6.0,2.0,1.0,29.0,7.0,0.0,4.0,1.0,2.0,39.0,25.0,2.0,0.7312,15000.0,1.0,1,0.9417
L-20745,2025-01-10,200.0,2.0,2.0,3.0,2.0,8.0,5.0,1.0,9.0,9.0,5.0,20.0,200.0,0.0,0.3225,8000.0,1.0,1,0.9777
L-20746,2025-04-13,8.0,2.0,0.0,3.0,4.0,23.0,7.0,0.0,6.0,5.0,0.0,0.0,8.0,11.0,0.2943,15000.0,1.0,1,0.9537
L-20747,2025-01-31,25.0,2.0,0.0,0.0,1.0,26.0,6.0,0.0,2.0,0.0,0.0,14.0,25.0,6.0,0.0575,15000.0,1.0,0,0.8476
L-20748,2025-01-11,600.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,36.0,600.0,7.0,0.1778,60000.0,1.0,1,0.2116
L-20749,2026-03-19,200.0,5.0,3.0,4.0,4.0,23.0,6.0,0.0,3.0,3.0,2.0,21.0,200.0,6.0,0.657,4000.0,1.0,1,0.9388
L-20750,2025-06-16,25.0,1.0,2.0,3.0,1.0,7.0,3.0,0.0,10.0,7.0,3.0,38.0,25.0,10.0,0.1654,28000.0,1.0,0,0.5283
L-20751,2025-02-11,8.0,5.0,1.0,3.0,2.0,26.0,5.0,0.0,3.0,1.0,3.0,29.0,8.0,6.0,0.2431,8000.0,1.0,1,0.872
L-20752,2024-12-15,25.0,5.0,0.0,0.0,1.0,16.0,2.0,0.0,4.0,3.0,0.0,11.0,25.0,7.0,0.4834,8000.0,1.0,1,0.5865
L-20753,2026-04-11,600.0,2.0,0.0,4.0,1.0,22.0,2.0,0.0,1.0,0.0,2.0,1.0,600.0,6.0,0.1426,60000.0,0.0,0,0.7433
L-20754,2026-04-26,8.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,6.0,3.0,2.0,21.0,8.0,10.0,0.4998,8000.0,0.0,0,0.525
L-20755,2025-09-28,600.0,2.0,1.0,2.0,3.0,20.0,6.0,0.0,6.0,5.0,5.0,8.0,600.0,4.0,0.3469,8000.0,1.0,1,0.9741
L-20756,2025-09-21,600.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,600.0,4.0,0.4775,28000.0,0.0,1,0.8122
L-20757,2024-12-19,25.0,3.0,1.0,0.0,0.0,17.0,2.0,0.0,13.0,12.0,4.0,14.0,25.0,9.0,0.3004,60000.0,1.0,1,0.905
L-20758,2024-11-08,200.0,1.0,7.0,1.0,0.0,3.0,7.0,1.0,5.0,2.0,0.0,32.0,200.0,10.0,0.5403,28000.0,1.0,0,0.8613
L-20759,2025-06-06,25.0,0.0,1.0,4.0,4.0,20.0,0.0,0.0,0.0,0.0,1.0,22.0,25.0,3.0,0.2218,8000.0,0.0,0,0.3305
L-20760,2025-05-09,8.0,3.0,4.0,3.0,3.0,10.0,6.0,0.0,9.0,9.0,4.0,23.0,8.0,11.0,0.3527,28000.0,0.0,1,0.9226
L-20761,2026-01-10,25.0,0.0,6.0,1.0,1.0,26.0,7.0,0.0,3.0,2.0,1.0,15.0,25.0,8.0,0.6774,8000.0,1.0,1,0.9562
L-20762,2025-11-02,600.0,3.0,1.0,4.0,2.0,26.0,7.0,0.0,8.0,7.0,5.0,16.0,600.0,2.0,0.3069,15000.0,1.0,1,0.9881
L-20763,2026-04-18,8.0,5.0,1.0,3.0,3.0,13.0,3.0,1.0,3.0,1.0,0.0,11.0,8.0,10.0,0.4799,8000.0,0.0,1,0.8295
L-20764,2024-09-21,8.0,5.0,0.0,0.0,3.0,27.0,5.0,0.0,11.0,11.0,1.0,29.0,8.0,8.0,0.3284,28000.0,1.0,1,0.9414
L-20765,2026-01-05,80.0,4.0,1.0,2.0,2.0,15.0,2.0,0.0,9.0,9.0,1.0,29.0,80.0,6.0,0.3208,15000.0,0.0,1,0.6432
L-20766,2024-11-14,600.0,0.0,6.0,1.0,0.0,12.0,1.0,1.0,8.0,4.0,4.0,22.0,600.0,3.0,0.9101,8000.0,1.0,0,0.9132
L-20767,2026-05-21,80.0,1.0,7.0,2.0,2.0,7.0,0.0,0.0,11.0,8.0,3.0,2.0,80.0,7.0,0.3087,28000.0,0.0,1,0.6055
L-20768,2024-12-17,2000.0,4.0,1.0,1.0,4.0,26.0,5.0,0.0,12.0,8.0,3.0,27.0,2000.0,8.0,0.3774,28000.0,1.0,1,0.9574
L-20769,2025-01-03,600.0,3.0,6.0,2.0,4.0,25.0,0.0,0.0,3.0,0.0,1.0,5.0,600.0,7.0,0.1413,28000.0,0.0,1,0.5577
L-20770,2025-05-22,600.0,4.0,6.0,4.0,2.0,19.0,2.0,0.0,11.0,10.0,5.0,23.0,600.0,2.0,0.4392,28000.0,1.0,0,0.9153
L-20771,2025-03-12,600.0,0.0,1.0,0.0,2.0,9.0,2.0,1.0,10.0,8.0,2.0,1.0,600.0,8.0,0.1576,8000.0,1.0,1,0.9166
L-20772,2026-01-25,2000.0,5.0,2.0,1.0,4.0,18.0,3.0,0.0,12.0,9.0,0.0,15.0,2000.0,7.0,0.573,60000.0,0.0,1,0.8428
L-20773,2025-07-29,200.0,2.0,2.0,4.0,2.0,28.0,1.0,0.0,1.0,0.0,0.0,12.0,200.0,5.0,0.3293,4000.0,0.0,1,0.6215
