external_id,created_at,trip_length,party_size,booking_lead_days,past_hotels,past_cars,past_activities,search_hotel,search_activity,loyalty_tier,fare_class,email_clicks,bought_ancillary,true_p0_ancillary,true_p_hotel,true_p_activity,true_p_car,true_p_insurance,true_p_bundle,offer_value
T-40610,2025-08-10,3.0,4.0,7.0,5.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,1,0.95,0.8899,0.6225,0.6225,0.1746,0.7696,120.0
T-40611,2026-05-05,9.0,1.0,9.0,6.0,1.0,0.0,3.0,5.0,3.0,2.0,4.0,1,0.95,0.9282,0.475,0.2789,0.1765,0.7243,120.0
T-40612,2025-04-02,11.0,2.0,5.0,3.0,0.0,4.0,2.0,2.0,0.0,2.0,5.0,1,0.95,0.8161,0.7109,0.2142,0.1727,0.7688,120.0
T-40613,2025-05-29,8.0,1.0,3.0,0.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,1,0.9369,0.6365,0.7858,0.19,0.1443,0.7037,120.0
T-40614,2025-09-07,4.0,2.0,12.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,1,0.95,0.7841,0.8455,0.6682,0.1519,0.8118,120.0
T-40615,2025-08-16,6.0,1.0,46.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1,0.9065,0.5963,0.525,0.5125,0.1834,0.5642,120.0
T-40616,2025-07-01,3.0,4.0,65.0,3.0,1.0,5.0,1.0,6.0,0.0,1.0,3.0,1,0.95,0.6615,0.8909,0.3775,0.2032,0.7647,120.0
T-40617,2025-03-24,11.0,2.0,47.0,2.0,4.0,5.0,4.0,7.0,2.0,2.0,0.0,1,0.95,0.8176,0.9089,0.6682,0.2164,0.8587,120.0
T-40618,2026-03-15,2.0,1.0,44.0,5.0,3.0,4.0,2.0,4.0,0.0,1.0,3.0,1,0.95,0.8131,0.7858,0.5125,0.1814,0.8008,120.0
T-40619,2025-10-23,3.0,4.0,66.0,6.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1,0.95,0.9198,0.525,0.3775,0.2387,0.7421,120.0
T-40620,2026-03-23,11.0,3.0,88.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,5.0,1,0.9421,0.8146,0.525,0.343,0.2291,0.6843,120.0
T-40621,2025-06-25,8.0,3.0,73.0,5.0,2.0,4.0,6.0,7.0,3.0,1.0,5.0,1,0.95,0.9352,0.8699,0.4626,0.2119,0.9,120.0
T-40622,2025-03-17,6.0,1.0,56.0,1.0,4.0,3.0,6.0,3.0,1.0,0.0,0.0,1,0.95,0.7521,0.6682,0.6341,0.1643,0.7144,120.0
T-40623,2026-01-10,5.0,4.0,18.0,0.0,4.0,4.0,0.0,7.0,0.0,1.0,1.0,1,0.95,0.4013,0.8699,0.7311,0.1571,0.6122,120.0
T-40624,2025-03-27,3.0,2.0,6.0,1.0,1.0,5.0,8.0,1.0,3.0,1.0,2.0,1,0.95,0.7738,0.7503,0.31,0.1468,0.7632,120.0
T-40625,2025-08-27,5.0,4.0,73.0,3.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,1,0.95,0.6964,0.7858,0.6225,0.2119,0.7366,120.0
T-40626,2025-07-17,6.0,4.0,68.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,1,0.942,0.677,0.3318,0.7311,0.2064,0.5217,120.0
T-40627,2026-03-09,9.0,2.0,19.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,5.0,1,0.8486,0.7291,0.2891,0.2142,0.1864,0.5311,120.0
T-40628,2025-11-17,3.0,4.0,63.0,7.0,0.0,2.0,8.0,0.0,1.0,2.0,3.0,1,0.95,0.9654,0.4256,0.2689,0.2351,0.7225,120.0
T-40629,2026-01-09,5.0,1.0,43.0,7.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,1,0.95,0.9648,0.5744,0.19,0.1527,0.7891,120.0
T-40630,2025-11-04,9.0,1.0,11.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,1,0.95,0.9161,0.475,0.6341,0.151,0.7176,120.0
T-40631,2026-03-20,9.0,1.0,58.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,3.0,1,0.919,0.7649,0.5744,0.19,0.1661,0.6792,120.0
T-40632,2025-11-24,3.0,2.0,43.0,5.0,1.0,3.0,6.0,5.0,2.0,2.0,4.0,1,0.95,0.9064,0.7503,0.31,0.2119,0.8361,120.0
T-40633,2026-04-01,12.0,3.0,68.0,0.0,2.0,4.0,9.0,6.0,1.0,0.0,2.0,1,0.95,0.8557,0.8455,0.4626,0.1756,0.8511,120.0
T-40634,2025-05-26,7.0,3.0,79.0,3.0,3.0,2.0,6.0,1.0,1.0,0.0,2.0,1,0.95,0.8688,0.475,0.5866,0.1864,0.6916,120.0
T-40635,2025-07-19,10.0,3.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,1,0.95,0.7089,0.7503,0.4626,0.1227,0.7275,120.0
T-40636,2025-03-29,11.0,4.0,4.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,1,0.95,0.8629,0.6225,0.3775,0.1717,0.7547,120.0
T-40637,2026-01-04,5.0,1.0,69.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1,0.95,0.735,0.6682,0.6341,0.2423,0.7049,120.0
T-40638,2025-09-12,4.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1,0.9266,0.6792,0.6682,0.31,0.1727,0.6742,120.0
T-40639,2025-03-27,13.0,1.0,71.0,0.0,3.0,1.0,3.0,5.0,3.0,2.0,1.0,1,0.9348,0.6857,0.5744,0.5125,0.2448,0.6356,120.0
T-40640,2025-09-04,6.0,2.0,31.0,2.0,3.0,5.0,3.0,7.0,3.0,2.0,0.0,1,0.95,0.715,0.9089,0.5498,0.1989,0.8023,120.0
T-40641,2026-01-21,4.0,4.0,4.0,1.0,2.0,4.0,8.0,5.0,3.0,2.0,0.0,1,0.95,0.7875,0.8176,0.5,0.1717,0.801,120.0
T-40642,2026-05-19,10.0,3.0,55.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,3.0,1,0.95,0.8744,0.7858,0.7006,0.1634,0.8345,120.0
T-40643,2025-07-02,9.0,3.0,71.0,0.0,2.0,4.0,5.0,6.0,0.0,2.0,4.0,1,0.95,0.6942,0.8455,0.4626,0.2448,0.7623,120.0
T-40644,2025-07-06,5.0,4.0,41.0,1.0,0.0,5.0,5.0,1.0,1.0,2.0,4.0,1,0.9453,0.7006,0.7503,0.2689,0.2097,0.7229,120.0
T-40645,2025-06-30,2.0,1.0,65.0,0.0,2.0,4.0,0.0,6.0,1.0,1.0,2.0,1,0.9382,0.3452,0.8455,0.3894,0.2032,0.5704,120.0
T-40646,2025-07-24,13.0,1.0,71.0,7.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0,1,0.95,0.9548,0.6225,0.19,0.2448,0.8052,120.0
T-40647,2025-08-01,7.0,3.0,69.0,7.0,1.0,3.0,9.0,3.0,1.0,1.0,0.0,1,0.95,0.9788,0.6682,0.343,0.2075,0.839,120.0
T-40648,2025-08-12,5.0,2.0,12.0,7.0,0.0,2.0,9.0,3.0,3.0,0.0,5.0,1,0.95,0.9752,0.5744,0.2142,0.1279,0.7948,120.0
T-40649,2025-12-23,2.0,3.0,74.0,7.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1,0.95,0.9129,0.7858,0.4626,0.213,0.8557,120.0
T-40650,2025-07-01,3.0,1.0,22.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,2.0,1,0.95,0.7027,0.7503,0.3894,0.1895,0.7241,120.0
T-40651,2026-03-20,11.0,3.0,8.0,7.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,1,0.95,0.9556,0.7503,0.5866,0.1485,0.8632,120.0
T-40652,2026-03-19,8.0,4.0,42.0,6.0,1.0,2.0,9.0,7.0,2.0,0.0,4.0,1,0.95,0.9723,0.7503,0.3775,0.1519,0.8724,120.0
T-40653,2026-04-22,8.0,2.0,1.0,6.0,3.0,2.0,2.0,6.0,1.0,0.0,3.0,1,0.95,0.9089,0.7109,0.5498,0.1199,0.8198,120.0
T-40654,2025-03-02,10.0,2.0,21.0,6.0,2.0,5.0,0.0,7.0,0.0,1.0,0.0,1,0.95,0.8909,0.9089,0.4256,0.1598,0.899,120.0
T-40655,2025-10-01,3.0,1.0,36.0,0.0,0.0,5.0,4.0,2.0,0.0,2.0,0.0,1,0.9202,0.5399,0.7858,0.19,0.2042,0.6506,120.0
T-40656,2025-09-29,2.0,2.0,36.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,5.0,1,0.8967,0.7595,0.3775,0.31,0.1468,0.5876,120.0
T-40657,2025-06-23,2.0,3.0,18.0,1.0,4.0,5.0,0.0,3.0,1.0,1.0,2.0,1,0.95,0.428,0.8176,0.7006,0.1571,0.6033,120.0
T-40658,2025-07-20,11.0,3.0,72.0,7.0,2.0,3.0,8.0,3.0,3.0,2.0,5.0,1,0.95,0.9815,0.6682,0.4626,0.246,0.8405,120.0
T-40659,2026-02-01,4.0,2.0,49.0,1.0,1.0,3.0,6.0,0.0,2.0,1.0,1.0,0,0.9086,0.7211,0.525,0.31,0.1864,0.6329,120.0
T-40660,2026-01-10,11.0,1.0,35.0,4.0,0.0,3.0,9.0,1.0,3.0,1.0,3.0,1,0.95,0.9569,0.5744,0.19,0.1727,0.7848,120.0
T-40661,2025-11-23,4.0,1.0,81.0,3.0,2.0,3.0,9.0,5.0,0.0,0.0,5.0,1,0.95,0.8993,0.7503,0.3894,0.1885,0.8323,120.0
T-40662,2025-12-25,3.0,3.0,64.0,6.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,1,0.95,0.9055,0.6682,0.7006,0.2363,0.7987,120.0
T-40663,2026-02-20,11.0,2.0,74.0,6.0,0.0,0.0,9.0,6.0,3.0,0.0,4.0,1,0.95,0.9781,0.525,0.2142,0.1814,0.7742,120.0
T-40664,2025-11-04,7.0,3.0,14.0,2.0,4.0,3.0,7.0,7.0,2.0,0.0,3.0,1,0.95,0.8481,0.8176,0.7006,0.1294,0.8344,120.0
T-40665,2025-06-16,5.0,3.0,60.0,4.0,2.0,4.0,7.0,2.0,2.0,0.0,1.0,1,0.95,0.9055,0.7109,0.4626,0.168,0.818,120.0
T-40666,2025-08-06,2.0,3.0,34.0,5.0,4.0,5.0,3.0,7.0,2.0,2.0,5.0,1,0.95,0.8389,0.9089,0.7006,0.2021,0.8704,120.0
T-40667,2026-02-27,2.0,3.0,14.0,0.0,1.0,3.0,9.0,5.0,0.0,0.0,0.0,1,0.95,0.7271,0.7503,0.343,0.1294,0.7375,120.0
T-40668,2025-03-27,2.0,2.0,53.0,1.0,2.0,4.0,9.0,0.0,3.0,2.0,4.0,1,0.95,0.7908,0.6225,0.4256,0.2233,0.7151,120.0
T-40669,2026-04-15,8.0,4.0,45.0,7.0,1.0,0.0,8.0,3.0,1.0,1.0,4.0,1,0.95,0.9766,0.3775,0.3775,0.1824,0.707,120.0
T-40670,2025-11-23,3.0,3.0,50.0,7.0,2.0,1.0,5.0,0.0,0.0,2.0,1.0,1,0.95,0.9421,0.3318,0.4626,0.2198,0.6675,120.0
T-40671,2025-05-07,3.0,1.0,27.0,6.0,2.0,2.0,9.0,5.0,1.0,2.0,0.0,1,0.95,0.9593,0.6682,0.3894,0.1947,0.8283,120.0
T-40672,2025-09-15,12.0,2.0,69.0,2.0,3.0,1.0,7.0,5.0,2.0,2.0,3.0,1,0.95,0.8928,0.5744,0.5498,0.2423,0.7496,120.0
T-40673,2025-04-08,7.0,2.0,55.0,4.0,3.0,3.0,9.0,7.0,3.0,0.0,2.0,1,0.95,0.9416,0.8176,0.5498,0.1634,0.8858,120.0
T-40674,2025-03-26,10.0,3.0,29.0,6.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,1,0.95,0.9437,0.6682,0.5866,0.141,0.8197,120.0
T-40675,2026-03-15,12.0,2.0,41.0,4.0,4.0,0.0,9.0,1.0,0.0,1.0,5.0,1,0.95,0.9601,0.2891,0.6682,0.1785,0.6581,120.0
T-40676,2025-09-28,3.0,2.0,83.0,4.0,1.0,1.0,6.0,6.0,0.0,0.0,4.0,1,0.95,0.8721,0.6225,0.31,0.1905,0.7598,120.0
T-40677,2025-05-05,5.0,3.0,18.0,3.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,1,0.95,0.657,0.7858,0.343,0.1571,0.715,120.0
T-40678,2026-02-07,11.0,1.0,52.0,3.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,1,0.95,0.8416,0.6682,0.19,0.1895,0.7636,120.0
T-40679,2026-02-24,12.0,3.0,10.0,4.0,3.0,3.0,6.0,5.0,3.0,1.0,4.0,1,0.95,0.9334,0.7503,0.5866,0.1502,0.851,120.0
T-40680,2025-10-28,7.0,4.0,7.0,1.0,1.0,5.0,6.0,3.0,0.0,0.0,3.0,1,0.95,0.7667,0.8176,0.3775,0.1242,0.7896,120.0
T-40681,2025-12-31,4.0,2.0,57.0,7.0,1.0,5.0,9.0,7.0,0.0,2.0,3.0,1,0.95,0.9731,0.9089,0.31,0.2279,0.9,120.0
T-40682,2025-03-29,9.0,3.0,51.0,1.0,2.0,1.0,9.0,3.0,2.0,2.0,1.0,1,0.95,0.8688,0.475,0.4626,0.221,0.6916,120.0
T-40683,2026-05-09,10.0,2.0,89.0,2.0,1.0,4.0,3.0,7.0,3.0,0.0,5.0,1,0.95,0.7756,0.8699,0.31,0.1968,0.818,120.0
T-40684,2025-12-26,5.0,4.0,68.0,2.0,0.0,3.0,5.0,6.0,1.0,1.0,0.0,1,0.95,0.7685,0.7858,0.2689,0.2064,0.7763,120.0
T-40685,2025-09-28,8.0,2.0,83.0,0.0,0.0,2.0,4.0,5.0,3.0,1.0,1.0,1,0.9052,0.6365,0.6682,0.2142,0.2233,0.6507,120.0
T-40686,2026-02-08,2.0,4.0,31.0,1.0,0.0,2.0,7.0,7.0,1.0,2.0,3.0,1,0.9498,0.7251,0.7503,0.2689,0.1989,0.7364,120.0
T-40687,2026-02-14,7.0,1.0,37.0,4.0,4.0,3.0,4.0,7.0,0.0,0.0,0.0,0,0.95,0.8676,0.8176,0.6341,0.1476,0.8451,120.0
T-40688,2025-05-09,3.0,2.0,61.0,1.0,2.0,0.0,5.0,7.0,3.0,0.0,2.0,1,0.9183,0.666,0.5744,0.4256,0.1689,0.6248,120.0
T-40689,2025-06-26,5.0,3.0,67.0,0.0,3.0,3.0,4.0,6.0,3.0,2.0,5.0,1,0.95,0.5793,0.7858,0.5866,0.2399,0.6723,120.0
T-40690,2025-08-06,12.0,3.0,73.0,5.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,1,0.95,0.9521,0.3318,0.7006,0.1804,0.673,120.0
T-40691,2026-05-31,9.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,0.0,0.0,1,0.95,0.6525,0.8455,0.3894,0.1199,0.7394,120.0
T-40692,2026-02-08,5.0,2.0,59.0,7.0,1.0,5.0,0.0,7.0,3.0,2.0,0.0,1,0.95,0.8859,0.9089,0.31,0.2303,0.8963,120.0
T-40693,2025-06-09,4.0,3.0,82.0,6.0,4.0,2.0,0.0,5.0,3.0,2.0,4.0,1,0.95,0.8348,0.6682,0.7006,0.2586,0.7598,120.0
T-40694,2025-08-20,10.0,1.0,17.0,1.0,3.0,5.0,3.0,3.0,0.0,1.0,0.0,1,0.95,0.7089,0.8176,0.5125,0.1562,0.7578,120.0
T-40695,2025-09-07,7.0,1.0,12.0,2.0,2.0,5.0,0.0,4.0,3.0,1.0,4.0,1,0.95,0.613,0.8455,0.3894,0.1519,0.7176,120.0
T-40696,2025-03-26,12.0,1.0,24.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0.9061,0.8264,0.2497,0.2789,0.1915,0.5669,120.0
T-40697,2025-05-12,8.0,4.0,52.0,5.0,2.0,1.0,6.0,4.0,0.0,2.0,4.0,1,0.95,0.9352,0.525,0.5,0.2221,0.7506,120.0
T-40698,2025-03-25,8.0,1.0,24.0,0.0,4.0,0.0,5.0,3.0,3.0,1.0,5.0,1,0.9264,0.677,0.3775,0.6341,0.1625,0.5422,120.0
T-40699,2025-04-15,7.0,4.0,58.0,3.0,0.0,5.0,4.0,1.0,3.0,1.0,0.0,1,0.95,0.822,0.7503,0.2689,0.1957,0.7897,120.0
T-40700,2026-04-12,10.0,4.0,23.0,1.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,1,0.95,0.6704,0.8176,0.2689,0.1363,0.7366,120.0
T-40701,2025-07-20,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,1,0.6781,0.387,0.3318,0.2142,0.1717,0.3622,120.0
T-40702,2025-04-12,2.0,1.0,41.0,0.0,1.0,4.0,7.0,1.0,0.0,2.0,1.0,1,0.9163,0.6502,0.6682,0.2789,0.2097,0.6583,120.0
T-40703,2025-03-20,10.0,1.0,53.0,4.0,3.0,0.0,0.0,5.0,3.0,2.0,1.0,1,0.9494,0.8022,0.475,0.5125,0.2233,0.655,120.0
T-40704,2025-12-10,8.0,4.0,61.0,0.0,2.0,5.0,8.0,3.0,3.0,2.0,4.0,1,0.95,0.7824,0.8176,0.5,0.2327,0.7983,120.0
T-40705,2025-07-14,8.0,2.0,85.0,3.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,1,0.95,0.8334,0.7503,0.2142,0.1926,0.796,120.0
T-40706,2025-10-26,3.0,4.0,32.0,7.0,2.0,0.0,5.0,5.0,1.0,0.0,4.0,1,0.95,0.9421,0.475,0.5,0.1435,0.7319,120.0
T-40707,2025-09-07,2.0,1.0,62.0,4.0,4.0,0.0,7.0,1.0,0.0,1.0,1.0,1,0.95,0.8829,0.2891,0.6341,0.1999,0.6157,120.0
T-40708,2025-08-28,8.0,4.0,18.0,6.0,4.0,2.0,7.0,1.0,2.0,2.0,2.0,1,0.95,0.9608,0.475,0.7311,0.1854,0.7422,120.0
T-40709,2025-07-13,12.0,3.0,4.0,2.0,3.0,0.0,7.0,7.0,1.0,1.0,5.0,1,0.95,0.8928,0.5744,0.5866,0.1451,0.7496,120.0
T-40710,2026-04-22,5.0,3.0,18.0,1.0,0.0,5.0,1.0,7.0,0.0,1.0,1.0,1,0.95,0.5325,0.9089,0.2405,0.1571,0.7018,120.0
T-40711,2025-11-19,12.0,4.0,60.0,6.0,0.0,3.0,1.0,4.0,1.0,1.0,4.0,1,0.95,0.9198,0.7109,0.2689,0.1978,0.8258,120.0
T-40712,2026-04-24,3.0,4.0,39.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,3.0,1,0.917,0.5374,0.525,0.6225,0.1493,0.5318,120.0
T-40713,2025-05-24,3.0,4.0,13.0,4.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,1,0.9284,0.6985,0.525,0.5,0.1804,0.6204,120.0
T-40714,2025-08-31,5.0,3.0,19.0,5.0,3.0,2.0,6.0,3.0,2.0,0.0,3.0,1,0.95,0.9191,0.5744,0.5866,0.1332,0.764,120.0
T-40715,2025-03-31,4.0,1.0,27.0,6.0,2.0,1.0,0.0,4.0,1.0,2.0,4.0,1,0.95,0.8348,0.525,0.3894,0.1947,0.6954,120.0
T-40716,2026-03-09,10.0,3.0,36.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1,0.95,0.9213,0.4256,0.7006,0.1468,0.6982,120.0
T-40717,2026-01-05,8.0,4.0,41.0,0.0,0.0,3.0,4.0,3.0,1.0,2.0,1.0,1,0.9118,0.6365,0.6682,0.2689,0.2097,0.6507,120.0
T-40718,2026-02-21,4.0,2.0,13.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1,0.95,0.8362,0.5744,0.4256,0.1804,0.7184,120.0
T-40719,2026-01-01,9.0,1.0,66.0,6.0,4.0,4.0,6.0,2.0,1.0,1.0,4.0,1,0.95,0.9569,0.7109,0.6341,0.2042,0.8462,120.0
T-40720,2025-10-02,5.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,1,0.9312,0.6177,0.7109,0.3775,0.1717,0.6597,120.0
T-40721,2026-01-29,12.0,1.0,21.0,0.0,1.0,0.0,5.0,2.0,3.0,2.0,4.0,1,0.876,0.7427,0.3318,0.2789,0.1885,0.5578,120.0
T-40722,2025-07-05,5.0,2.0,70.0,4.0,3.0,1.0,2.0,0.0,3.0,1.0,5.0,1,0.9386,0.7958,0.3318,0.5498,0.2086,0.587,120.0
T-40723,2025-10-29,9.0,1.0,16.0,2.0,1.0,4.0,9.0,4.0,2.0,2.0,1.0,1,0.95,0.9038,0.7858,0.2789,0.1834,0.8507,120.0
T-40724,2025-10-07,2.0,4.0,73.0,7.0,2.0,5.0,0.0,4.0,0.0,1.0,2.0,1,0.95,0.8594,0.8455,0.5,0.2119,0.8531,120.0
T-40725,2025-10-08,11.0,2.0,23.0,1.0,4.0,4.0,8.0,2.0,2.0,2.0,1.0,1,0.95,0.8665,0.7109,0.6682,0.1905,0.7965,120.0
T-40726,2026-03-25,7.0,3.0,77.0,4.0,0.0,5.0,0.0,4.0,1.0,2.0,2.0,1,0.95,0.7613,0.8455,0.2405,0.2522,0.7992,120.0
T-40727,2025-09-02,9.0,1.0,62.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,5.0,1,0.8658,0.6106,0.5744,0.19,0.1699,0.5944,120.0
T-40728,2025-08-13,11.0,4.0,34.0,6.0,1.0,5.0,0.0,5.0,1.0,2.0,2.0,1,0.95,0.8984,0.8699,0.3775,0.2021,0.8856,120.0
T-40729,2026-03-31,13.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.95,0.8975,0.3318,0.31,0.1206,0.643,120.0
T-40730,2025-07-16,13.0,4.0,35.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,1,0.95,0.8131,0.8176,0.6225,0.1727,0.8151,120.0
T-40731,2025-11-05,12.0,4.0,69.0,4.0,2.0,5.0,1.0,7.0,1.0,0.0,4.0,1,0.95,0.8507,0.9089,0.5,0.1765,0.8769,120.0
T-40732,2025-04-01,8.0,1.0,58.0,3.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,1,0.95,0.8069,0.7503,0.19,0.1957,0.7814,120.0
T-40733,2026-04-17,10.0,1.0,63.0,6.0,4.0,4.0,3.0,0.0,1.0,1.0,4.0,1,0.95,0.9334,0.6225,0.6341,0.201,0.7935,120.0
T-40734,2025-11-19,4.0,3.0,71.0,6.0,2.0,0.0,8.0,6.0,1.0,0.0,0.0,1,0.95,0.9552,0.525,0.4626,0.1785,0.7616,120.0
T-40735,2025-10-28,7.0,4.0,31.0,5.0,1.0,1.0,7.0,4.0,2.0,0.0,2.0,1,0.95,0.941,0.525,0.3775,0.1427,0.7538,120.0
T-40736,2026-03-05,11.0,2.0,39.0,3.0,1.0,0.0,9.0,6.0,3.0,1.0,0.0,1,0.95,0.9399,0.525,0.31,0.1765,0.7532,120.0
T-40737,2025-07-25,2.0,4.0,86.0,2.0,1.0,4.0,9.0,7.0,1.0,2.0,0.0,1,0.95,0.8429,0.8699,0.3775,0.2637,0.855,120.0
T-40738,2026-04-06,5.0,1.0,18.0,2.0,2.0,1.0,4.0,7.0,1.0,2.0,4.0,1,0.9463,0.735,0.6682,0.3894,0.1854,0.7049,120.0
T-40739,2026-05-21,6.0,1.0,49.0,3.0,3.0,1.0,8.0,6.0,3.0,2.0,4.0,1,0.95,0.8975,0.6225,0.5125,0.2187,0.7737,120.0
T-40740,2025-08-13,2.0,4.0,81.0,7.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1,0.95,0.9129,0.525,0.6225,0.1885,0.7384,120.0
T-40741,2026-05-30,3.0,1.0,40.0,0.0,2.0,0.0,2.0,7.0,2.0,2.0,4.0,1,0.8571,0.4502,0.5744,0.3894,0.2086,0.5061,120.0
T-40742,2025-10-20,9.0,2.0,81.0,2.0,1.0,5.0,7.0,0.0,2.0,2.0,3.0,1,0.95,0.8676,0.7109,0.31,0.2573,0.7971,120.0
T-40743,2025-03-07,10.0,3.0,32.0,0.0,2.0,5.0,8.0,3.0,0.0,1.0,0.0,1,0.95,0.8085,0.8176,0.4626,0.1699,0.8126,120.0
T-40744,2025-04-07,8.0,3.0,78.0,7.0,3.0,0.0,7.0,5.0,1.0,0.0,5.0,1,0.95,0.9721,0.475,0.5866,0.1854,0.7484,120.0
T-40745,2025-04-14,3.0,1.0,19.0,2.0,4.0,5.0,2.0,7.0,3.0,1.0,1.0,1,0.95,0.6225,0.9089,0.6341,0.158,0.7513,120.0
T-40746,2026-02-23,13.0,4.0,69.0,5.0,1.0,5.0,8.0,2.0,0.0,2.0,5.0,1,0.95,0.9686,0.7858,0.3775,0.2423,0.8864,120.0
T-40747,2025-05-31,13.0,2.0,17.0,6.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0,1,0.95,0.9121,0.475,0.4256,0.1562,0.7154,120.0
T-40748,2025-08-30,5.0,3.0,6.0,1.0,0.0,4.0,6.0,6.0,3.0,2.0,2.0,1,0.95,0.7369,0.8455,0.2405,0.1736,0.7858,120.0
T-40749,2025-07-29,5.0,2.0,55.0,7.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,1,0.95,0.8859,0.5744,0.5498,0.1634,0.7458,120.0
T-40750,2026-05-13,3.0,4.0,7.0,5.0,1.0,4.0,5.0,0.0,2.0,0.0,2.0,0,0.95,0.8899,0.6225,0.3775,0.1242,0.7696,120.0
T-40751,2025-03-20,10.0,1.0,5.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,5.0,1,0.9062,0.8053,0.3318,0.2789,0.1227,0.5923,120.0
T-40752,2025-12-29,8.0,4.0,54.0,0.0,4.0,0.0,1.0,5.0,2.0,1.0,2.0,1,0.9301,0.505,0.475,0.7311,0.1915,0.4915,120.0
T-40753,2026-01-10,2.0,2.0,22.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1,0.9379,0.6434,0.475,0.6682,0.1895,0.5676,120.0
T-40754,2025-05-03,11.0,2.0,35.0,4.0,2.0,3.0,8.0,7.0,2.0,2.0,4.0,1,0.95,0.9488,0.8176,0.4256,0.2032,0.8898,120.0
T-40755,2025-04-24,7.0,2.0,69.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,1,0.95,0.7631,0.6682,0.5498,0.2423,0.7204,120.0
T-40756,2026-03-10,8.0,1.0,51.0,2.0,4.0,4.0,8.0,1.0,1.0,2.0,0.0,1,0.95,0.8787,0.6682,0.6341,0.221,0.784,120.0
T-40757,2025-12-29,2.0,4.0,22.0,4.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,1,0.95,0.8629,0.525,0.2689,0.1355,0.7109,120.0
T-40758,2025-07-08,9.0,1.0,64.0,0.0,0.0,4.0,8.0,6.0,3.0,0.0,0.0,1,0.95,0.7958,0.8455,0.19,0.1717,0.8182,120.0
T-40759,2026-04-27,4.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,0,0.8502,0.5987,0.525,0.2142,0.1699,0.5655,120.0
T-40760,2026-01-17,4.0,2.0,67.0,5.0,1.0,2.0,9.0,3.0,1.0,1.0,5.0,1,0.95,0.9473,0.5744,0.31,0.2053,0.7795,120.0
T-40761,2026-03-07,7.0,4.0,77.0,5.0,2.0,5.0,7.0,4.0,0.0,0.0,5.0,1,0.95,0.941,0.8455,0.5,0.1844,0.8981,120.0
T-40762,2026-05-12,10.0,1.0,38.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1,0.8761,0.5449,0.6225,0.2789,0.1485,0.5798,120.0
