external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-30658,2026-02-09,5.0,5.0,105.29,8.0,28.0,5.0,1.0,0.0,1.0,5.0,10.0,0.0,0.5152,5.0,0.0,44.22,1,0.9399
S-30659,2026-05-04,4.0,7.0,119.44,13.0,3.0,1.0,2.0,5.0,2.0,4.0,6.0,5.0,0.0977,1.0,1.0,50.16,1,0.6166
S-30660,2025-09-09,0.0,5.0,23.79,20.0,18.0,7.0,3.0,7.0,1.0,16.0,10.0,4.0,0.3052,3.0,0.0,9.99,1,0.8721
S-30661,2026-05-01,1.0,4.0,29.03,50.0,23.0,3.0,1.0,9.0,2.0,12.0,3.0,5.0,0.3795,2.0,1.0,12.19,1,0.7389
S-30662,2025-07-27,1.0,8.0,121.54,13.0,37.0,6.0,2.0,1.0,1.0,19.0,7.0,0.0,0.4341,4.0,0.0,51.05,1,0.9312
S-30663,2025-09-01,1.0,5.0,116.86,57.0,12.0,2.0,0.0,3.0,3.0,6.0,10.0,1.0,0.5831,5.0,0.0,49.08,0,0.3285
S-30664,2025-03-27,4.0,9.0,97.54,55.0,3.0,5.0,2.0,9.0,3.0,5.0,6.0,1.0,0.509,7.0,1.0,40.97,1,0.7474
S-30665,2025-08-16,3.0,6.0,130.89,53.0,20.0,2.0,4.0,9.0,0.0,10.0,0.0,1.0,0.5296,6.0,1.0,54.97,0,0.6189
S-30666,2026-01-19,3.0,5.0,42.43,55.0,36.0,7.0,1.0,4.0,0.0,5.0,14.0,1.0,0.6953,0.0,1.0,17.82,1,0.9033
S-30667,2025-07-11,2.0,8.0,120.22,45.0,0.0,7.0,1.0,1.0,0.0,8.0,12.0,3.0,0.5289,3.0,1.0,50.49,0,0.626
S-30668,2025-08-13,5.0,12.0,59.98,32.0,26.0,4.0,4.0,6.0,0.0,12.0,0.0,2.0,0.2489,5.0,0.0,25.19,1,0.9064
S-30669,2025-10-20,0.0,5.0,89.3,12.0,2.0,7.0,2.0,1.0,1.0,18.0,9.0,0.0,0.3749,2.0,1.0,37.51,1,0.7503
S-30670,2026-03-10,1.0,8.0,105.68,8.0,18.0,1.0,0.0,0.0,3.0,9.0,7.0,5.0,0.5349,2.0,1.0,44.39,1,0.572
S-30671,2025-02-21,0.0,1.0,18.94,5.0,34.0,2.0,1.0,5.0,0.0,16.0,8.0,3.0,0.3011,5.0,1.0,8.0,1,0.8501
S-30672,2026-03-06,4.0,5.0,47.18,32.0,13.0,4.0,2.0,0.0,1.0,7.0,0.0,1.0,0.3061,5.0,1.0,19.82,1,0.6942
S-30673,2025-05-06,4.0,5.0,51.4,15.0,8.0,7.0,0.0,3.0,2.0,11.0,2.0,3.0,0.5663,2.0,1.0,21.59,1,0.9491
S-30674,2025-02-01,1.0,6.0,89.46,5.0,2.0,5.0,1.0,2.0,0.0,3.0,0.0,5.0,0.3007,1.0,1.0,37.57,0,0.6236
S-30675,2026-05-26,2.0,5.0,88.55,21.0,1.0,5.0,4.0,2.0,1.0,5.0,11.0,0.0,0.8082,1.0,1.0,37.19,0,0.4688
S-30676,2025-09-29,5.0,10.0,84.1,47.0,17.0,4.0,3.0,6.0,2.0,6.0,0.0,3.0,0.7291,6.0,1.0,35.32,1,0.8014
S-30677,2025-07-07,1.0,4.0,19.65,24.0,4.0,5.0,2.0,5.0,2.0,14.0,0.0,0.0,0.1183,1.0,1.0,8.25,0,0.713
S-30678,2025-07-20,2.0,5.0,86.85,36.0,36.0,6.0,1.0,0.0,2.0,6.0,2.0,1.0,0.6864,7.0,1.0,36.48,1,0.8402
S-30679,2025-03-07,1.0,4.0,114.67,21.0,39.0,5.0,3.0,1.0,0.0,12.0,1.0,0.0,0.3207,7.0,1.0,48.16,1,0.8271
S-30680,2026-04-15,1.0,4.0,89.38,6.0,11.0,0.0,2.0,6.0,2.0,7.0,12.0,2.0,0.3281,0.0,1.0,37.54,1,0.485
S-30681,2025-06-24,4.0,10.0,105.45,11.0,38.0,0.0,2.0,7.0,0.0,2.0,14.0,0.0,0.754,5.0,0.0,44.29,0,0.8538
S-30682,2026-05-06,0.0,5.0,139.14,13.0,36.0,2.0,4.0,2.0,1.0,4.0,8.0,3.0,0.8053,5.0,0.0,58.44,1,0.4688
S-30683,2025-09-30,4.0,7.0,133.86,45.0,23.0,3.0,4.0,2.0,0.0,19.0,13.0,4.0,0.4072,3.0,0.0,56.22,1,0.7568
S-30684,2025-07-12,0.0,3.0,103.6,58.0,25.0,0.0,2.0,9.0,3.0,19.0,9.0,4.0,0.9506,6.0,1.0,43.51,1,0.4825
S-30685,2025-08-12,4.0,10.0,42.98,29.0,7.0,1.0,0.0,5.0,1.0,14.0,0.0,3.0,0.6258,0.0,0.0,18.05,0,0.7816
S-30686,2025-08-11,5.0,7.0,101.57,8.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,2.0,0.4462,0.0,1.0,42.66,1,0.6704
S-30687,2026-03-06,3.0,3.0,88.34,46.0,9.0,6.0,0.0,0.0,2.0,7.0,13.0,0.0,0.243,0.0,0.0,37.1,1,0.7231
S-30688,2025-08-07,1.0,1.0,109.16,53.0,21.0,0.0,2.0,7.0,1.0,5.0,5.0,1.0,0.8593,5.0,1.0,45.85,1,0.3026
S-30689,2025-03-14,2.0,2.0,57.74,40.0,10.0,3.0,0.0,6.0,3.0,19.0,0.0,3.0,0.4386,1.0,1.0,24.25,1,0.8022
S-30690,2025-10-28,1.0,4.0,67.84,17.0,35.0,6.0,4.0,5.0,0.0,6.0,3.0,2.0,0.711,7.0,1.0,28.49,1,0.8436
S-30691,2025-04-27,2.0,8.0,136.12,32.0,4.0,3.0,4.0,2.0,3.0,4.0,8.0,1.0,0.3973,1.0,1.0,57.17,1,0.2891
S-30692,2025-04-08,1.0,5.0,58.64,42.0,34.0,3.0,0.0,6.0,2.0,6.0,7.0,4.0,0.2939,7.0,0.0,24.63,0,0.7649
S-30693,2025-03-21,1.0,4.0,99.03,24.0,7.0,4.0,2.0,9.0,0.0,4.0,8.0,2.0,0.4249,0.0,0.0,41.59,1,0.6525
S-30694,2025-05-07,4.0,9.0,39.86,50.0,9.0,1.0,3.0,4.0,1.0,15.0,2.0,4.0,0.7398,1.0,1.0,16.74,0,0.5275
S-30695,2025-05-04,1.0,1.0,123.14,55.0,17.0,5.0,3.0,8.0,0.0,6.0,10.0,0.0,0.8462,7.0,0.0,51.72,1,0.5781
S-30696,2026-03-13,5.0,6.0,25.31,58.0,19.0,3.0,1.0,0.0,0.0,17.0,11.0,3.0,0.4652,4.0,0.0,10.63,0,0.7858
S-30697,2026-01-26,5.0,5.0,119.53,24.0,13.0,4.0,0.0,2.0,2.0,12.0,2.0,3.0,0.364,1.0,1.0,50.2,1,0.9129
S-30698,2025-04-01,1.0,2.0,121.1,52.0,16.0,4.0,3.0,9.0,1.0,6.0,10.0,1.0,0.8324,3.0,0.0,50.86,1,0.5474
S-30699,2025-12-26,0.0,1.0,100.87,36.0,36.0,7.0,3.0,3.0,3.0,1.0,11.0,3.0,0.7411,2.0,0.0,42.37,1,0.7027
S-30700,2025-10-14,1.0,4.0,111.15,36.0,26.0,4.0,4.0,1.0,0.0,9.0,11.0,2.0,0.8142,2.0,1.0,46.68,1,0.4975
S-30701,2025-02-11,4.0,8.0,127.39,43.0,4.0,1.0,3.0,8.0,0.0,2.0,8.0,0.0,0.7254,5.0,1.0,53.5,1,0.4465
S-30702,2025-03-02,2.0,6.0,130.18,18.0,20.0,0.0,1.0,6.0,1.0,16.0,7.0,2.0,0.0764,1.0,1.0,54.68,1,0.7521
S-30703,2025-05-07,1.0,5.0,28.83,10.0,25.0,4.0,2.0,3.0,0.0,8.0,4.0,0.0,0.1566,1.0,0.0,12.11,1,0.7721
S-30704,2025-05-12,2.0,3.0,22.06,56.0,34.0,6.0,4.0,7.0,1.0,4.0,1.0,1.0,0.6462,7.0,0.0,9.27,0,0.7577
S-30705,2025-10-03,2.0,5.0,29.44,6.0,36.0,0.0,1.0,2.0,1.0,2.0,9.0,4.0,0.1088,4.0,1.0,12.36,1,0.6748
S-30706,2025-08-31,4.0,5.0,56.48,9.0,16.0,4.0,0.0,5.0,2.0,4.0,7.0,2.0,0.7404,5.0,1.0,23.72,1,0.9149
S-30707,2025-05-03,5.0,5.0,39.07,22.0,28.0,1.0,2.0,6.0,3.0,7.0,1.0,3.0,0.6712,0.0,1.0,16.41,1,0.8699
S-30708,2025-05-29,5.0,5.0,63.89,24.0,20.0,1.0,4.0,9.0,3.0,14.0,12.0,5.0,0.6592,4.0,1.0,26.83,1,0.8665
S-30709,2025-04-01,5.0,5.0,125.78,58.0,19.0,1.0,3.0,6.0,0.0,7.0,13.0,4.0,0.2416,6.0,0.0,52.83,0,0.6035
S-30710,2025-12-11,2.0,2.0,83.84,51.0,4.0,7.0,4.0,0.0,0.0,8.0,8.0,0.0,0.7271,6.0,1.0,35.21,1,0.4366
S-30711,2026-04-13,1.0,8.0,88.66,27.0,33.0,7.0,0.0,9.0,1.0,13.0,7.0,2.0,0.2453,5.0,1.0,37.24,1,0.9682
S-30712,2025-03-12,2.0,3.0,32.09,17.0,27.0,4.0,0.0,7.0,2.0,14.0,6.0,2.0,0.8811,6.0,0.0,13.48,1,0.9402
S-30713,2025-09-10,0.0,3.0,98.05,1.0,25.0,1.0,1.0,0.0,0.0,9.0,10.0,3.0,0.4595,2.0,0.0,41.18,0,0.5436
S-30714,2025-08-19,0.0,3.0,84.72,19.0,28.0,1.0,4.0,8.0,2.0,4.0,11.0,2.0,0.368,4.0,0.0,35.58,0,0.4613
S-30715,2025-10-31,5.0,9.0,83.38,31.0,1.0,5.0,0.0,0.0,3.0,4.0,2.0,0.0,0.2766,2.0,0.0,35.02,1,0.7782
S-30716,2025-10-17,2.0,9.0,88.36,57.0,36.0,1.0,4.0,6.0,1.0,16.0,0.0,0.0,0.937,6.0,0.0,37.11,1,0.5975
S-30717,2025-11-08,4.0,9.0,46.87,16.0,25.0,1.0,3.0,5.0,0.0,19.0,0.0,4.0,0.6578,2.0,0.0,19.69,1,0.8765
S-30718,2025-07-01,1.0,5.0,79.67,21.0,9.0,2.0,4.0,1.0,2.0,2.0,13.0,2.0,0.5311,0.0,0.0,33.46,0,0.215
S-30719,2025-05-21,4.0,7.0,114.15,43.0,32.0,1.0,0.0,7.0,1.0,16.0,13.0,0.0,0.688,0.0,1.0,47.95,1,0.9076
S-30720,2025-12-23,3.0,9.0,99.26,38.0,21.0,3.0,4.0,7.0,1.0,10.0,2.0,5.0,0.2969,0.0,0.0,41.69,1,0.7191
S-30721,2026-03-04,4.0,6.0,93.28,44.0,36.0,1.0,2.0,6.0,3.0,3.0,3.0,5.0,0.516,4.0,0.0,39.18,0,0.7465
S-30722,2025-09-25,3.0,3.0,32.72,1.0,37.0,3.0,4.0,3.0,0.0,1.0,10.0,1.0,0.5131,1.0,1.0,13.74,1,0.8153
S-30723,2026-02-24,2.0,6.0,65.79,43.0,19.0,5.0,4.0,8.0,0.0,10.0,8.0,0.0,0.7,4.0,1.0,27.63,1,0.7436
S-30724,2025-11-24,2.0,8.0,132.49,1.0,11.0,4.0,2.0,6.0,2.0,3.0,5.0,4.0,0.3872,0.0,1.0,55.64,1,0.785
S-30725,2025-05-19,3.0,9.0,55.83,47.0,3.0,2.0,1.0,7.0,3.0,5.0,10.0,5.0,0.391,7.0,1.0,23.45,0,0.5187
S-30726,2025-07-25,1.0,1.0,134.73,9.0,37.0,1.0,1.0,2.0,1.0,2.0,7.0,2.0,0.6439,3.0,0.0,56.59,1,0.6514
S-30727,2025-06-06,1.0,8.0,112.26,52.0,37.0,1.0,1.0,9.0,2.0,8.0,11.0,4.0,0.6083,7.0,1.0,47.15,1,0.6792
S-30728,2026-02-02,0.0,4.0,115.41,4.0,25.0,0.0,0.0,8.0,0.0,10.0,12.0,3.0,0.1908,2.0,0.0,48.47,0,0.7427
S-30729,2026-03-30,1.0,3.0,80.25,22.0,33.0,2.0,3.0,5.0,1.0,8.0,8.0,2.0,0.3906,4.0,0.0,33.7,1,0.6682
S-30730,2026-02-17,3.0,4.0,109.14,17.0,9.0,1.0,3.0,9.0,0.0,3.0,0.0,5.0,0.6888,3.0,1.0,45.84,1,0.6142
S-30731,2025-02-21,3.0,7.0,52.03,49.0,7.0,6.0,1.0,8.0,3.0,14.0,11.0,5.0,0.2148,7.0,0.0,21.85,1,0.8771
S-30732,2026-02-02,0.0,5.0,76.92,33.0,2.0,6.0,4.0,8.0,1.0,6.0,9.0,5.0,0.5057,6.0,1.0,32.31,1,0.4938
S-30733,2025-04-17,5.0,9.0,49.46,24.0,14.0,0.0,1.0,4.0,2.0,8.0,1.0,3.0,0.9011,3.0,1.0,20.77,0,0.7408
S-30734,2025-09-17,5.0,8.0,138.13,16.0,13.0,1.0,1.0,7.0,1.0,11.0,14.0,5.0,0.5457,3.0,0.0,58.01,1,0.8839
S-30735,2026-01-05,2.0,7.0,36.74,54.0,13.0,7.0,2.0,4.0,2.0,2.0,1.0,4.0,0.764,6.0,1.0,15.43,0,0.6434
S-30736,2025-02-20,0.0,2.0,128.79,36.0,8.0,5.0,2.0,0.0,0.0,17.0,2.0,4.0,0.9206,3.0,1.0,54.09,1,0.5
S-30737,2025-06-04,1.0,7.0,86.44,59.0,6.0,6.0,2.0,8.0,0.0,13.0,9.0,0.0,0.7995,0.0,0.0,36.3,0,0.6671
S-30738,2026-02-19,5.0,7.0,108.31,17.0,10.0,0.0,1.0,0.0,0.0,17.0,6.0,2.0,0.5776,5.0,1.0,45.49,1,0.7549
S-30739,2025-06-25,2.0,4.0,37.29,24.0,35.0,4.0,1.0,1.0,2.0,8.0,1.0,0.0,0.4468,7.0,0.0,15.66,1,0.832
S-30740,2025-10-22,4.0,7.0,138.55,39.0,25.0,1.0,3.0,4.0,3.0,18.0,2.0,4.0,0.5358,7.0,1.0,58.19,1,0.7694
S-30741,2025-07-18,0.0,5.0,114.3,51.0,24.0,3.0,2.0,3.0,2.0,16.0,11.0,1.0,0.3633,2.0,1.0,48.01,1,0.5012
S-30742,2025-12-15,5.0,9.0,83.1,12.0,24.0,3.0,3.0,0.0,1.0,18.0,14.0,5.0,0.6139,7.0,1.0,34.9,1,0.9064
S-30743,2025-09-13,3.0,6.0,49.33,52.0,35.0,4.0,3.0,3.0,1.0,8.0,5.0,0.0,0.5346,2.0,1.0,20.72,1,0.7408
S-30744,2025-11-23,4.0,11.0,102.3,45.0,38.0,6.0,2.0,5.0,0.0,6.0,14.0,1.0,0.259,6.0,1.0,42.97,1,0.9305
S-30745,2025-06-02,4.0,5.0,114.25,49.0,19.0,0.0,2.0,8.0,0.0,14.0,6.0,1.0,0.5197,3.0,1.0,47.98,1,0.7099
S-30746,2026-01-29,3.0,9.0,107.79,40.0,6.0,3.0,1.0,9.0,0.0,7.0,10.0,3.0,0.4354,0.0,1.0,45.27,1,0.733
S-30747,2025-07-05,2.0,5.0,89.24,55.0,5.0,0.0,1.0,3.0,0.0,9.0,9.0,2.0,0.3058,4.0,1.0,37.48,1,0.2324
S-30748,2025-02-06,4.0,4.0,82.38,3.0,30.0,1.0,3.0,8.0,2.0,17.0,6.0,4.0,0.4798,6.0,1.0,34.6,1,0.9385
S-30749,2025-03-20,4.0,9.0,96.44,5.0,0.0,6.0,1.0,1.0,0.0,18.0,10.0,1.0,0.4998,3.0,1.0,40.51,1,0.9266
S-30750,2025-02-05,2.0,3.0,102.82,18.0,27.0,5.0,4.0,3.0,1.0,17.0,5.0,4.0,0.117,6.0,1.0,43.18,1,0.8618
S-30751,2025-02-14,1.0,5.0,114.25,57.0,35.0,1.0,3.0,6.0,3.0,2.0,0.0,3.0,0.199,3.0,1.0,47.98,1,0.3509
S-30752,2025-08-10,0.0,2.0,23.49,0.0,23.0,0.0,3.0,3.0,2.0,3.0,8.0,4.0,0.5193,0.0,0.0,9.86,0,0.3543
S-30753,2025-10-31,4.0,7.0,61.9,18.0,25.0,2.0,3.0,0.0,3.0,17.0,2.0,4.0,0.43,6.0,0.0,26.0,1,0.8131
S-30754,2025-02-12,2.0,4.0,117.12,37.0,36.0,5.0,1.0,7.0,1.0,11.0,7.0,1.0,0.4789,6.0,1.0,49.19,1,0.9238
S-30755,2025-10-04,4.0,4.0,79.08,9.0,5.0,0.0,1.0,6.0,3.0,8.0,7.0,3.0,0.2184,2.0,1.0,33.21,1,0.7221
S-30756,2026-03-08,0.0,5.0,55.84,17.0,18.0,3.0,1.0,7.0,0.0,4.0,8.0,3.0,0.3124,2.0,1.0,23.45,1,0.6445
S-30757,2025-05-28,4.0,10.0,107.1,18.0,21.0,5.0,1.0,9.0,0.0,8.0,5.0,1.0,0.623,0.0,1.0,44.98,1,0.9581
S-30758,2025-06-19,2.0,9.0,85.83,8.0,7.0,1.0,1.0,1.0,0.0,3.0,13.0,0.0,0.5588,1.0,1.0,36.05,0,0.4354
S-30759,2026-01-30,4.0,8.0,118.27,29.0,13.0,1.0,2.0,2.0,3.0,5.0,7.0,3.0,0.3769,5.0,0.0,49.68,0,0.5436
S-30760,2025-01-19,4.0,4.0,73.21,57.0,21.0,2.0,1.0,2.0,2.0,16.0,3.0,1.0,0.2771,3.0,1.0,30.75,1,0.7221
S-30761,2026-04-30,5.0,7.0,122.41,5.0,20.0,5.0,4.0,5.0,2.0,18.0,1.0,2.0,0.2525,4.0,0.0,51.41,1,0.9618
S-30762,2025-03-29,3.0,3.0,61.67,23.0,37.0,4.0,4.0,1.0,2.0,6.0,14.0,2.0,0.5333,7.0,1.0,25.9,1,0.7816
S-30763,2025-12-09,0.0,6.0,131.83,34.0,27.0,2.0,1.0,7.0,0.0,14.0,8.0,2.0,0.5646,3.0,0.0,55.37,1,0.7006
S-30764,2026-04-19,5.0,6.0,68.95,6.0,23.0,0.0,0.0,6.0,3.0,14.0,0.0,0.0,0.657,7.0,1.0,28.96,1,0.9358
S-30765,2026-02-19,2.0,5.0,38.4,17.0,22.0,5.0,1.0,0.0,3.0,7.0,0.0,3.0,0.2253,4.0,1.0,16.13,1,0.7949
S-30766,2025-03-09,3.0,4.0,119.02,27.0,35.0,2.0,1.0,7.0,1.0,14.0,2.0,4.0,0.2072,2.0,0.0,49.99,1,0.9164
S-30767,2025-12-22,3.0,9.0,130.15,43.0,35.0,2.0,1.0,7.0,1.0,18.0,3.0,2.0,0.1682,3.0,0.0,54.66,1,0.9033
S-30768,2025-01-12,4.0,6.0,132.33,37.0,27.0,2.0,3.0,7.0,1.0,12.0,8.0,3.0,0.7938,2.0,1.0,55.58,0,0.8341
S-30769,2025-02-11,2.0,2.0,52.32,38.0,30.0,5.0,3.0,9.0,0.0,5.0,8.0,5.0,0.1381,7.0,0.0,21.98,1,0.8416
S-30770,2025-08-23,5.0,12.0,100.0,46.0,1.0,5.0,1.0,6.0,2.0,10.0,0.0,5.0,0.3159,3.0,0.0,42.0,0,0.8507
S-30771,2025-06-18,2.0,9.0,61.08,2.0,14.0,2.0,4.0,7.0,1.0,13.0,10.0,2.0,0.1234,0.0,0.0,25.65,1,0.7521
S-30772,2026-03-10,3.0,9.0,69.68,55.0,0.0,4.0,3.0,4.0,3.0,19.0,8.0,1.0,0.6901,6.0,0.0,29.26,1,0.5878
S-30773,2025-11-15,5.0,7.0,84.14,53.0,6.0,4.0,4.0,7.0,3.0,2.0,4.0,3.0,0.4939,0.0,0.0,35.34,1,0.6142
S-30774,2026-01-02,5.0,6.0,133.39,20.0,6.0,2.0,0.0,7.0,2.0,15.0,13.0,2.0,0.3975,7.0,1.0,56.02,1,0.9161
S-30775,2025-11-30,0.0,5.0,51.63,42.0,23.0,3.0,3.0,3.0,1.0,6.0,5.0,1.0,0.8007,1.0,1.0,21.69,1,0.3475
S-30776,2025-11-12,0.0,5.0,39.39,45.0,36.0,3.0,0.0,1.0,1.0,14.0,1.0,3.0,0.7291,6.0,1.0,16.54,1,0.6715
S-30777,2025-11-28,5.0,7.0,103.92,3.0,7.0,2.0,2.0,6.0,3.0,17.0,4.0,5.0,0.1804,6.0,1.0,43.65,1,0.918
S-30778,2025-04-27,3.0,9.0,70.15,12.0,39.0,6.0,1.0,4.0,0.0,9.0,9.0,5.0,0.9003,0.0,1.0,29.46,1,0.9674
S-30779,2025-06-28,5.0,7.0,115.92,36.0,14.0,4.0,3.0,5.0,3.0,6.0,7.0,4.0,0.1413,5.0,1.0,48.69,1,0.8069
S-30780,2025-06-17,2.0,5.0,128.36,17.0,30.0,2.0,3.0,0.0,2.0,15.0,14.0,4.0,0.4833,1.0,1.0,53.91,1,0.7058
S-30781,2026-02-08,0.0,2.0,27.15,35.0,21.0,7.0,0.0,2.0,3.0,2.0,1.0,1.0,0.6216,3.0,1.0,11.4,1,0.7079
S-30782,2026-02-19,0.0,1.0,89.85,13.0,37.0,4.0,3.0,0.0,3.0,8.0,14.0,0.0,0.4117,2.0,1.0,37.74,1,0.6671
S-30783,2025-01-19,2.0,3.0,135.44,7.0,38.0,2.0,3.0,9.0,1.0,19.0,0.0,2.0,0.3024,1.0,1.0,56.88,1,0.9408
S-30784,2026-03-20,5.0,6.0,27.76,34.0,22.0,1.0,1.0,2.0,0.0,14.0,14.0,3.0,0.4071,4.0,1.0,11.66,0,0.8205
S-30785,2025-06-14,4.0,4.0,51.62,41.0,10.0,6.0,2.0,8.0,2.0,6.0,6.0,2.0,0.289,6.0,1.0,21.68,1,0.8738
S-30786,2026-01-05,1.0,7.0,70.69,11.0,36.0,1.0,3.0,7.0,2.0,2.0,14.0,3.0,0.5234,6.0,1.0,29.69,1,0.6671
S-30787,2026-02-17,2.0,5.0,47.22,28.0,25.0,2.0,2.0,6.0,2.0,5.0,10.0,0.0,0.3016,7.0,1.0,19.83,1,0.677
S-30788,2025-11-04,1.0,1.0,138.56,4.0,19.0,0.0,3.0,8.0,3.0,1.0,14.0,1.0,0.7353,5.0,1.0,58.19,0,0.4925
S-30789,2025-10-13,3.0,3.0,108.79,25.0,7.0,1.0,4.0,2.0,1.0,10.0,6.0,0.0,0.568,4.0,1.0,45.69,0,0.3882
S-30790,2025-08-10,0.0,4.0,47.91,19.0,36.0,6.0,0.0,8.0,0.0,16.0,13.0,5.0,0.7709,3.0,0.0,20.12,0,0.9595
S-30791,2025-03-17,2.0,2.0,72.83,10.0,39.0,7.0,1.0,5.0,0.0,15.0,2.0,5.0,0.7594,3.0,1.0,30.59,1,0.9792
S-30792,2025-07-12,1.0,7.0,66.82,1.0,6.0,6.0,3.0,7.0,2.0,17.0,12.0,2.0,0.558,0.0,1.0,28.07,1,0.8854
S-30793,2025-06-23,5.0,10.0,42.8,6.0,32.0,1.0,2.0,0.0,2.0,14.0,14.0,1.0,0.2702,1.0,0.0,17.98,1,0.8966
S-30794,2026-03-31,3.0,10.0,52.29,5.0,37.0,7.0,0.0,1.0,2.0,5.0,5.0,4.0,0.5779,3.0,1.0,21.96,1,0.9672
S-30795,2026-02-17,2.0,7.0,121.62,28.0,39.0,0.0,4.0,8.0,3.0,18.0,1.0,4.0,0.5392,7.0,0.0,51.08,1,0.7892
S-30796,2026-05-06,1.0,7.0,75.76,55.0,19.0,3.0,4.0,3.0,1.0,5.0,14.0,2.0,0.5662,5.0,0.0,31.82,0,0.2602
S-30797,2025-05-30,2.0,4.0,44.9,44.0,8.0,6.0,2.0,7.0,0.0,9.0,7.0,2.0,0.1967,3.0,1.0,18.86,0,0.7577
S-30798,2025-11-06,2.0,5.0,64.89,33.0,5.0,1.0,1.0,9.0,3.0,17.0,10.0,4.0,0.7589,1.0,1.0,27.25,1,0.6974
S-30799,2025-04-03,2.0,2.0,57.34,51.0,23.0,4.0,4.0,6.0,2.0,7.0,8.0,2.0,0.7329,6.0,1.0,24.08,0,0.5805
S-30800,2025-12-30,1.0,3.0,91.24,4.0,5.0,4.0,1.0,5.0,2.0,3.0,13.0,2.0,0.4613,0.0,1.0,38.32,1,0.6748
S-30801,2025-11-04,3.0,9.0,138.49,28.0,28.0,2.0,0.0,6.0,0.0,6.0,11.0,1.0,0.8708,2.0,0.0,58.17,1,0.8468
S-30802,2025-11-30,4.0,9.0,72.65,28.0,3.0,6.0,4.0,1.0,2.0,19.0,2.0,5.0,0.7002,2.0,1.0,30.51,1,0.8146
S-30803,2026-03-28,5.0,10.0,81.49,25.0,6.0,0.0,4.0,3.0,1.0,18.0,12.0,5.0,0.366,7.0,0.0,34.23,1,0.6283
S-30804,2026-01-12,5.0,7.0,130.45,23.0,33.0,0.0,2.0,7.0,2.0,11.0,10.0,3.0,0.8086,7.0,1.0,54.79,1,0.8961
S-30805,2025-06-25,3.0,3.0,33.43,12.0,20.0,3.0,2.0,9.0,1.0,16.0,8.0,0.0,0.5995,7.0,1.0,14.04,1,0.9302
S-30806,2025-11-17,5.0,6.0,98.29,48.0,20.0,4.0,4.0,2.0,0.0,5.0,9.0,5.0,0.6326,4.0,0.0,41.28,1,0.6748
S-30807,2025-08-12,0.0,1.0,90.82,34.0,19.0,4.0,1.0,9.0,1.0,5.0,3.0,5.0,0.3894,7.0,1.0,38.14,1,0.6878
S-30808,2026-04-17,0.0,3.0,67.39,50.0,19.0,1.0,0.0,6.0,3.0,11.0,5.0,1.0,0.0589,7.0,1.0,28.3,1,0.4428
S-30809,2026-04-14,3.0,8.0,139.27,32.0,35.0,2.0,4.0,0.0,0.0,18.0,4.0,4.0,0.122,5.0,1.0,58.5,1,0.733
S-30810,2025-05-13,1.0,2.0,67.4,7.0,9.0,4.0,3.0,6.0,2.0,6.0,11.0,3.0,0.5845,1.0,1.0,28.31,0,0.6626
S-30811,2025-04-12,0.0,1.0,28.82,54.0,36.0,0.0,1.0,6.0,2.0,17.0,2.0,0.0,0.2743,7.0,1.0,12.1,0,0.5523
S-30812,2025-05-22,3.0,8.0,126.04,50.0,29.0,1.0,1.0,3.0,0.0,11.0,1.0,0.0,0.3032,6.0,0.0,52.94,1,0.6548
S-30813,2026-05-12,1.0,2.0,21.92,9.0,39.0,5.0,0.0,6.0,2.0,6.0,14.0,3.0,0.3491,1.0,1.0,9.2,1,0.9408
S-30814,2025-04-13,5.0,10.0,102.89,45.0,6.0,2.0,0.0,6.0,1.0,13.0,13.0,5.0,0.2711,4.0,1.0,43.21,1,0.8213
S-30815,2025-12-22,5.0,5.0,52.81,44.0,10.0,4.0,1.0,6.0,0.0,7.0,7.0,5.0,0.8645,1.0,0.0,22.18,1,0.8442
S-30816,2025-07-26,2.0,6.0,55.19,12.0,27.0,7.0,4.0,7.0,2.0,8.0,6.0,1.0,0.8611,1.0,1.0,23.18,1,0.9227
S-30817,2026-03-26,0.0,3.0,27.39,54.0,18.0,2.0,3.0,6.0,1.0,12.0,7.0,3.0,0.4878,5.0,0.0,11.5,0,0.334
S-30818,2025-04-11,3.0,4.0,87.12,17.0,28.0,6.0,1.0,1.0,3.0,11.0,14.0,5.0,0.336,6.0,1.0,36.59,1,0.9299
S-30819,2025-09-09,5.0,10.0,72.02,42.0,17.0,6.0,0.0,5.0,3.0,1.0,12.0,3.0,0.5286,7.0,1.0,30.25,1,0.9105
S-30820,2025-05-25,5.0,7.0,117.65,9.0,21.0,7.0,4.0,6.0,0.0,16.0,12.0,3.0,0.2444,4.0,1.0,49.41,1,0.9765
S-30821,2025-03-10,0.0,6.0,95.37,33.0,18.0,2.0,2.0,1.0,2.0,15.0,8.0,3.0,0.2213,1.0,0.0,40.05,0,0.4097
S-30822,2026-04-08,0.0,5.0,51.49,2.0,10.0,7.0,3.0,6.0,1.0,9.0,12.0,1.0,0.7308,6.0,0.0,21.63,1,0.8191
